element_type,osmid,amenity,geometry,access,description,fee,layer,name,parking,toilets,toilets:fee,wheelchair,opening_hours,wheelchair:description,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,barrier,bicycle,foot,created_by,motorcar,motorcycle,capacity,maxheight,ref,bus,motor_vehicle,contact:email,contact:fax,contact:phone,contact:website,old_name,park_ride,capacity:disabled,odbl,level,capacity:women,operator,smoothness,surface,website,charge,operator:type,source,note,maxstay,capacity:parent,parking:orientation,payment:coins,payment:maestro,payment:mastercard,payment:visa,maxweight,toilets:wheelchair,entrance,noexit,check_date,lit,horse,payment:cash,payment:credit_cards,description:de,name:en,email,check_date:fee,covered,supervised,maxspeed,source:capacity,maxstay:conditional,free,alt_name,phone,payment:apple_pay,payment:cards,payment:contactless,payment:debit_cards,payment:google_pay,payment:notes,payment:paypal,vehicle,nodes,building,building:levels,height,roof:colour,roof:shape,building:material,caravans,charge:bus,charge:bus:conditional,charge:conditional,hgv,operator:short,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,roof:height,roof:levels,min_height,salting,snowplowing,winter_service,access_1,name:de,fee:conditional,designation,addr:housename,lastcheck,parking:condition:area,service,aprki,landuse,addr:suburb,parking:condition:area:customers,building:part,location,type,building:colour,indoor,source_ref,orientation,goods,est_height,roof:material,stay,capacity:bus,building:levels:underground,fence_type,parking:condition,fixme,charging,massgis:PUB_ACCESS,note:de,kiss_and_ride,capacity:car,payment:electronic_purses,traffic_sign,restriction:conditional,taxi:conditional,disabled,capacity:charging,parking:condition:time_interval,no_parking,taxi,parking:condition:maxstay,restriction,ways,wikidata,wikimedia_commons
way,307308172,parking,"POLYGON ((11.5806929 48.1661062, 11.5805228 48.1661215, 11.5805106 48.166211, 11.5806981 48.1661891, 11.5806929 48.1661062))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3124087271, 3124087272, 1593774611, 1593774606, 3124087271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307308181,parking,"POLYGON ((11.5802611 48.1668825, 11.5802995 48.1667962, 11.5805031 48.1667779, 11.5804855 48.1667198, 11.5807147 48.1666711, 11.5807447 48.1667332, 11.5807696 48.1667847, 11.5806963 48.1667965, 11.5807109 48.1668762, 11.580633 48.1668773, 11.5802611 48.1668825))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1375023548, 3124089656, 3124087273, 3124087366, 3124086626, 3124089657, 3124086627, 3124087367, 3124087577, 1375023552, 1375023548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307365229,parking,"POLYGON ((11.6399577 48.1456746, 11.6399551 48.1454781, 11.64008 48.1454774, 11.6400826 48.1456738, 11.6399577 48.1456746))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3124746395, 3124746392, 3124746391, 3124746394, 3124746395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307365230,parking,"POLYGON ((11.6402786 48.1469767, 11.6402054 48.146694, 11.6403151 48.1466903, 11.6403334 48.1469761, 11.6402786 48.1469767))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3124746409, 3124746407, 3124746406, 3124746408, 3124746409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307418413,parking,"POLYGON ((11.5762886 48.1654227, 11.5761336 48.1654266, 11.5761021 48.1656413, 11.5761558 48.1656809, 11.5767917 48.1656738, 11.5767823 48.1654746, 11.5767484 48.1654779, 11.5766487 48.1654949, 11.5766631 48.165549, 11.5762849 48.1656017, 11.5762656 48.1655486, 11.5762886 48.1654227))",,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3125597729, 3125597730, 3125597829, 3125597830, 1115606353, 1115606488, 1115606462, 1549434885, 1549434900, 1549434906, 1549434899, 3125597729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307418416,parking,"POLYGON ((11.5766033 48.1652593, 11.5765968 48.1652226, 11.5765672 48.1652137, 11.5765388 48.1652008, 11.576589 48.1650012, 11.576455 48.1650013, 11.576355 48.1655346, 11.5764787 48.1655203, 11.5764629 48.1654632, 11.5765401 48.1654276, 11.5765228 48.1652653, 11.5766033 48.1652593))",,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1549434858, 3125597732, 3125597733, 3125597735, 3125597734, 1549434799, 1549434892, 1549434886, 1549434878, 1549434876, 1549434859, 1549434858]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307462554,parking,"POLYGON ((11.577466 48.1662554, 11.5775103 48.166274, 11.5777319 48.1662386, 11.5777303 48.1660598, 11.577436 48.1660763, 11.577466 48.1662554))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1255588276, 1255588277, 1549434932, 3126218529, 3126218729, 1255588276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307466906,parking,"POLYGON ((11.5759973 48.1674048, 11.5760127 48.1673585, 11.5761373 48.1673734, 11.5760597 48.1676324, 11.576056 48.1676545, 11.5759771 48.1676479, 11.5759895 48.167574, 11.5760115 48.1674437, 11.5759973 48.1674048))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3126262340, 3126278632, 3126278535, 3126278829, 3126278633, 3126278634, 3126278635, 3126262341, 3126262340]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307835181,parking,"POLYGON ((11.6940332 48.1311521, 11.694092 48.1311535, 11.6940946 48.1311075, 11.6940357 48.1311061, 11.6940332 48.1311521))",,,,,,surface,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3130723423, 3130723424, 3130723422, 3130723421, 3130723423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,308288675,parking,"POLYGON ((11.6420334 48.173719, 11.6420441 48.1738032, 11.642053 48.1738727, 11.6435215 48.1737894, 11.6435123 48.1737165, 11.6433722 48.1737244, 11.6433619 48.1736438, 11.6420334 48.173719))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3135835839, 7429084727, 3135835842, 3135835841, 3135835838, 3135835840, 3135835837, 3135835839]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,308551054,parking,"POLYGON ((11.5820528 48.1644761, 11.5820715 48.1644859, 11.5820951 48.164499, 11.5821109 48.1645296, 11.5820902 48.1645344, 11.5821107 48.1645743, 11.5820823 48.1645826, 11.5819308 48.1646143, 11.5819015 48.1645326, 11.5820528 48.1644761))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3046332646, 3092935690, 1585677130, 1585677145, 1585677146, 1585677152, 1585677151, 3111040035, 3046332647, 3046332646]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,308553946,parking,"POLYGON ((11.5819571 48.1641795, 11.5819312 48.1641593, 11.5818811 48.1641901, 11.5818094 48.1642342, 11.5818571 48.1642602, 11.5819446 48.1643282, 11.5820073 48.1643046, 11.58203 48.1643214, 11.5820368 48.1643178, 11.5820991 48.1642826, 11.5820692 48.1642608, 11.5819571 48.1641795))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3138240671, 3138240670, 3097624148, 3097624152, 1585677096, 3092935686, 3092935684, 3138240674, 3092935685, 3138240673, 3138240672, 3138240671]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,308555153,parking,"POLYGON ((11.5832166 48.1637812, 11.5832224 48.1637958, 11.583233 48.1638252, 11.5829493 48.163904, 11.5829153 48.1638317, 11.5832166 48.1637812))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[433580513, 1282567725, 3138240714, 3138240717, 433580511, 433580513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,309498220,parking,"POLYGON ((11.5720231 48.2094058, 11.5718584 48.2098607, 11.571958 48.2098767, 11.5720599 48.2098931, 11.5722247 48.2094382, 11.5721501 48.2094262, 11.5721246 48.2094221, 11.5720231 48.2094058))",permissive,,no,,Parkplatz des Sportplatzes,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,asphalt,,,,,,,no,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,,,,,,,,"[3148351829, 3148351830, 3180535967, 3148351930, 3148351929, 3148273730, 3148351932, 3148351829]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,309969038,parking,"POLYGON ((11.5852485 48.1646789, 11.5852731 48.1649503, 11.5854092 48.1652459, 11.5853014 48.1652707, 11.5851438 48.1649934, 11.5850759 48.1648318, 11.5850627 48.164682, 11.5852485 48.1646789))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3153200472, 3153200475, 3153200483, 3153200485, 3153200478, 3153200474, 3153200473, 3153200472]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,310012014,parking,"POLYGON ((11.5726337 48.2063251, 11.572595 48.2063246, 11.5725956 48.2063017, 11.5725119 48.2063006, 11.5725192 48.2060522, 11.5726032 48.2060533, 11.5726965 48.2060545, 11.5726959 48.2060774, 11.5726867 48.2063932, 11.5726572 48.2063928, 11.5726318 48.2063925, 11.5726337 48.2063251))",private,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GWG Städtische Wohnungsbaugesellschaft München mbH,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3153682361, 3153682072, 3153682070, 3153682069, 3153682068, 3153682067, 3153682066, 3153682064, 3153682362, 3153682363, 3153682071, 3153682361]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,310707180,parking,"POLYGON ((11.5604704 48.1773222, 11.5607051 48.1773304, 11.5607056 48.1773839, 11.5604709 48.1773854, 11.5604704 48.1773222))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3161628307, 3161628309, 3161628311, 2748315176, 3161628307]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,310707181,parking,"POLYGON ((11.5610664 48.1764721, 11.5610749 48.1766221, 11.5617342 48.1766054, 11.5617257 48.1764554, 11.5610664 48.1764721))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3161628300, 3161628305, 3161628304, 3161628299, 3161628300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311591341,parking,"POLYGON ((11.6109223 48.1326181, 11.6109152 48.1325384, 11.6111219 48.1325348, 11.6112885 48.1325788, 11.6114381 48.1326502, 11.6113624 48.1326912, 11.6112225 48.1326359, 11.6111076 48.1326163, 11.6109223 48.1326181))",no,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3172795887, 3172795880, 3172795879, 3172795881, 3172795890, 3172795897, 3172795889, 3172795886, 3172795887]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311776694,parking,"POLYGON ((11.6043882 48.0998963, 11.6043341 48.0998843, 11.6047761 48.0989921, 11.6048303 48.099004, 11.6043882 48.0998963))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3174957599, 3174957598, 3174957596, 3174957597, 3174957599]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311842760,parking,"POLYGON ((11.5068994 48.0751471, 11.5069202 48.0752177, 11.5069837 48.0752093, 11.5069629 48.0751387, 11.5068994 48.0751471))",yes,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1295686834, 1295686835, 3175806289, 3175806288, 1295686834]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312210704,parking,"POLYGON ((11.5702746 48.2100193, 11.5702804 48.2099821, 11.5706139 48.210017, 11.5705953 48.2101387, 11.5702593 48.2101199, 11.5702661 48.210075, 11.5702214 48.2100728, 11.5702248 48.2100432, 11.570228 48.210017, 11.5702746 48.2100193))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadt München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,"[3180535864, 3180535763, 3180535664, 3180535963, 3180536161, 3180535863, 3180536261, 3180535862, 3180535764, 3180535864]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312210756,parking,"POLYGON ((11.5668449 48.2092691, 11.5672376 48.2093409, 11.5672213 48.2093805, 11.5668283 48.2093084, 11.5668449 48.2092691))",yes,,no,,,street_side,,,,24/7,,,,,,,,,,,,,10,,,,,,,,,,,no,,,no,,,asphalt,,,,,,60,no,perpendicular,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,"[3180536167, 2061268876, 2061268681, 3180536764, 3180536167]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312210759,parking,"POLYGON ((11.5662143 48.2091557, 11.56636 48.20918, 11.5665933 48.2092232, 11.5668121 48.2092631, 11.5667956 48.2093024, 11.5665793 48.2092638, 11.5663363 48.2092256, 11.5661955 48.2092056, 11.5662143 48.2091557))",yes,,no,,,street_side,,,,24/7,,,,,,,,,,,,,unknown,,,,,,,,,,,no,,,no,,,asphalt,,,,,,,no,perpendicular,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,"[2061268838, 2061268858, 2061268689, 3180535964, 3180535372, 2061268806, 2061268652, 2061268711, 2061268838]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312210760,parking,"POLYGON ((11.5654625 48.2090743, 11.5656754 48.209093, 11.5658488 48.2091117, 11.5658369 48.2091574, 11.5656628 48.209139, 11.5654543 48.209119, 11.5654625 48.2090743))",yes,,no,,,street_side,,,,24/7,,,,,,,,,,,,,unknown,,,,,,,,,,,unknown,,,no,,,asphalt,,,,,,,no,perpendicular,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,"[2061268890, 2061268795, 2061268773, 2061268767, 3180535965, 2061268842, 2061268890]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312210761,parking,"POLYGON ((11.5658914 48.2091158, 11.5659587 48.209124, 11.5661614 48.2091536, 11.5661458 48.2091984, 11.5659505 48.2091698, 11.5658791 48.209162, 11.5658914 48.2091158))",yes,,no,,,street_side,,,,24/7,,,,,,,,,,,,,8,,,,,,,,,,,no,,,no,,,asphalt,,,,,,,no,perpendicular,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,"[2061268765, 2061268713, 2061268801, 2061268939, 3180535966, 2061268731, 2061268765]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312343036,parking,"POLYGON ((11.5456907 48.2087116, 11.5456658 48.2083504, 11.5455933 48.2083515, 11.5455871 48.2082622, 11.5454994 48.2081917, 11.5452778 48.2081925, 11.5452963 48.2086849, 11.5452975 48.2087174, 11.5449672 48.2087542, 11.5449774 48.2087909, 11.5449996 48.2088711, 11.5455937 48.2088023, 11.5456907 48.2087116))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3181926286, 3181926245, 3181926246, 3181926239, 3181926229, 3181926230, 3181926283, 3181926287, 3181926289, 3181926292, 3181926301, 3181926296, 3181926286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312357121,parking,"POLYGON ((11.5492997 48.2058087, 11.5494179 48.2058089, 11.5495335 48.2058092, 11.5494581 48.20547, 11.5492352 48.2054906, 11.5492447 48.2055373, 11.5492997 48.2058087))",,,,,,surface,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3182128152, 3182128153, 3182128154, 3182128104, 3182128105, 3182128107, 3182128152]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313077859,parking,"POLYGON ((11.5056447 48.1567475, 11.5058318 48.1567531, 11.5058935 48.1561206, 11.5057128 48.1559617, 11.5056447 48.1567475))",yes,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3189992484, 3189992485, 3189992483, 3189992482, 3189992484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313599681,parking,"POLYGON ((11.5693257 48.1930047, 11.5693965 48.1930505, 11.5693743 48.1933555, 11.5693024 48.1933097, 11.5693257 48.1930047))",private,,,,,street_side,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3196042757, 3196042758, 3196042760, 3196042759, 3196042757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314434023,parking,"POLYGON ((11.6131112 48.1278643, 11.6127838 48.1276164, 11.6127619 48.1274185, 11.6127904 48.1273111, 11.6133846 48.1272724, 11.6135531 48.127631, 11.6131112 48.1278643))",customers,,no,,Rohde & Schwarz Besucherparkplatz,surface,,,,,,München,,15,81671,Mühldorfstraße,,,,,,,,,,,,,,,,,no,,,,,Rohde & Schwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4498505123, 4498505118, 6343265425, 6343265426, 4498505112, 4498505121, 4498505123]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315125039,parking,"POLYGON ((11.5224677 48.0980996, 11.5224163 48.0981021, 11.5224369 48.0982758, 11.5224883 48.0982733, 11.5224677 48.0980996))",private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3212181447, 3212181448, 3212181451, 3212181450, 3212181447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315125041,parking,"POLYGON ((11.522446 48.0977876, 11.5223858 48.0977912, 11.5224138 48.0980036, 11.522474 48.0980001, 11.522446 48.0977876))",private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3212181441, 3212181442, 3212181446, 3212181445, 3212181441]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315151170,parking,"POLYGON ((11.5785198 48.1088585, 11.5785582 48.1088306, 11.5786355 48.108878, 11.5785971 48.1089059, 11.5785198 48.1088585))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3212432943, 3212432936, 3212432946, 3212432951, 3212432943]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315151171,parking,"POLYGON ((11.5784325 48.1087858, 11.5784021 48.1087453, 11.5783717 48.1087048, 11.5784422 48.1086812, 11.5784726 48.1087218, 11.578503 48.1087623, 11.5784325 48.1087858))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3212432926, 3554346149, 3212432906, 3212432901, 3554346148, 3212432917, 3212432926]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315151172,parking,"POLYGON ((11.5786156 48.1087018, 11.578638 48.1086548, 11.5786604 48.1086078, 11.5787193 48.1086203, 11.578697 48.1086673, 11.5786746 48.1087143, 11.5786156 48.1087018))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3212432905, 3554346142, 3212432888, 3212432891, 3554346145, 3212432908, 3212432905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315151173,parking,"POLYGON ((11.5786169 48.108843, 11.5786181 48.1087858, 11.5786801 48.1087864, 11.5786788 48.1088436, 11.5786169 48.108843))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3212432940, 3212432927, 3212432928, 3212432941, 3212432940]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315151175,parking,"POLYGON ((11.5783262 48.1086331, 11.5782497 48.1085436, 11.5783035 48.1085231, 11.57838 48.1086126, 11.5783262 48.1086331))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3212432892, 3212432873, 3212432866, 3212432889, 3212432892]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315151176,parking,"POLYGON ((11.5787099 48.1085362, 11.5787577 48.1084538, 11.5788051 48.1084661, 11.5787573 48.1085484, 11.5787099 48.1085362))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3212432870, 3212432650, 3212432654, 3212432875, 3212432870]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315280285,parking,"POLYGON ((11.5292325 48.1843181, 11.5292379 48.1844185, 11.5292727 48.1844898, 11.5294019 48.1844916, 11.5294027 48.1844661, 11.5294012 48.1844175, 11.5293988 48.1843915, 11.5298682 48.184395, 11.5301042 48.1843968, 11.5301042 48.1843307, 11.5292325 48.1843181))",customers,,no,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3213906005, 3213906009, 3213906004, 3213905998, 1148665134, 3213905999, 3213905985, 3213906008, 3213905996, 3213906006, 3213906005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315520610,parking,"POLYGON ((11.5780878 48.1079842, 11.5780272 48.1079091, 11.5778411 48.1079761, 11.5779018 48.1080512, 11.5779894 48.1080197, 11.5780878 48.1079842))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3216397066, 3216396758, 3216397065, 3216397074, 3216397070, 3216397066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
