element_type,osmid,amenity,brand,brand:wikidata,brand:wikipedia,opening_hours,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,name,man_made,surveillance,operator,railway,access,parking,atm,wheelchair:description,capacity,fee,source,barrier,note,tourism,check_date,material,operator:wikidata,operator:wikipedia,postal_code,ref,name:signed,check_date:opening_hours,cuisine,diet:vegan,diet:vegetarian,takeaway,contact:website,office,addr:inclusion,description,survey:date,disused:shop,dispensing,phone,shop,website,internet_access,disused:amenity,outdoor_seating,smoking,addr:housename,craft,note:de,opening_hours:signed,url,toilets:wheelchair,contact:phone,ref:vatin,social_facility,contact:mobile,wikidata,wikipedia,leisure,source:addr,air_conditioning,indoor_seating,opening_hours:kitchen,toilets,drive_through,contact:email,contact:fax,healthcare,healthcare:speciality,historic,fixme,wikimedia_commons,start_date,operator:type,park_ride,short_name,building,height,layer,min_height,roof:colour,roof:height,roof:material,roof:shape,nodes,building:levels,brothel:saunaclub,email,roof:levels,building:material,building:colour,heritage,heritage:operator,lda:criteria,ref:lda,alt_name,architect,architect:wikidata,architect:wikipedia,building:architecture,name:en,name:fr,nohousenumber,old_name,image,heritage:website,branch,kids_area,internet_access:fee,building:min_level,construction_date,internet_access:operator,fax,sport,post_office:brand,post_office:brand:wikidata,post_office:type,compressed_air,fuel:GTL_diesel,fuel:HGV_diesel,fuel:biogas,fuel:cng,fuel:diesel,fuel:octane_100,fuel:octane_91,fuel:octane_95,building:cladding,automated,opening_hours:self_service,self_service,official_name,railway:ref,railway:signal_box,club,religion,cafe,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,research_institution,atm:operator,payment:bancomat,payment:coins,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:visa,heritage:operator:short,mapillary,source:name,source:url,denomination,payment:credit_cards,payment:debit_cards,heritage:ref,year_of_construction,opening_hours:covid19,building:use,building:levels:underground,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:oil_change,facebook,ele,asb,telecom,noaddress,internet_access:ssid,payment:cash,website2,disused:brand,disused:contact:website,service,contact:facebook,contact:instagram,contact:twitter,drink:club-mate,owner,pumping_station,onkz,opening_hours:url,climbing:boulder,indoor,political_party:abbreviation,political_party:name,government,ref:bufa,addr:place,access:covid19,delivery:covid19,drive_through:covid19,car_wash,fuel:adblue,fuel:e10,fuel:lpg,fuel:octane_102,fuel:octane_98,fuel:e85,name:de,repair,gambling,note:noaddress,source:geometry,source:noaddress,opening_hours:office,was:office,roof:orientation,culture,payment:dkv,payment:uta,mobile,fuel:charcoal,fuel:e5,fuel:heating_oil,fuel:wood,diet:halal,diet:kosher,payment:american_express,was:building,frequency,power,substation,voltage,microbrewery,product,building:roof,roof:direction,drink:beer,drink:liquor,drink:wine,studio,fascade:colour,second_hand,disused:name,service_times,origin,payment:cards,computer:parts,computer:repair,computer:sales,wholesale,construction,crematorium,protection_title,source:shape,subject:wikidata,subject:wikipedia,truck_wash,community_centre,name:ja,elevator,elevator:access,service:vehicle:body_repair,service:vehicle:painting,name_alt,int_name,member_of,delivery,substance,building:part,climbing:bolted,climbing:length,climbing:sport,outdoor,waterway,not:name,building:facade:material,max_level,min_level,socket,socket:schuko,toilets:access,payment:others,sausage,noname,source:toilets:wheelchair,heritage:since,roof,trade,type,ways,building:roof:shape,building:parts,loc_name,construction:office
way,692426449,,,,,,,"POLYGON ((13.4560093 52.5448145, 13.455971 52.5448549, 13.4559271 52.5449037, 13.4558498 52.5449887, 13.4557057 52.5449395, 13.4560901 52.5445236, 13.4561813 52.5444254, 13.4575319 52.5453235, 13.4576094 52.5453751, 13.4577126 52.5454408, 13.4576441 52.5455618, 13.4574761 52.5455256, 13.4574822 52.5455123, 13.4573916 52.5454505, 13.4574484 52.5454188, 13.4573871 52.5453761, 13.4573354 52.5453427, 13.4572814 52.5453062, 13.4572236 52.545339, 13.4571942 52.5453187, 13.4572516 52.5452863, 13.4571981 52.5452509, 13.4571461 52.5452148, 13.4570961 52.5451831, 13.457045 52.5451485, 13.4569921 52.5451142, 13.4569415 52.5450801, 13.4568782 52.5450376, 13.4568188 52.5450712, 13.4567283 52.5450109, 13.456791 52.5449457, 13.4567389 52.5449282, 13.4567717 52.5448921, 13.4566098 52.5448367, 13.4565923 52.5448308, 13.456431 52.5447783, 13.4564779 52.5447265, 13.4561836 52.5446248, 13.4560463 52.5447731, 13.4560093 52.5448145))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6499783093, 6499783094, 6499783095, 6499783527, 6499783522, 6499783541, 1683557718, 6287733670, 3269400300, 6499783091, 6499783112, 6499783113, 6499783090, 6499783089, 3303685500, 6499783096, 6499783098, 3303685495, 6499783088, 6499783087, 3303685494, 6499783100, 6499783102, 6499783104, 6499783106, 6499783108, 6499783110, 3303685482, 6499783086, 6499783085, 6499782984, 6499782983, 6499783561, 3303685471, 6499783562, 6499782982, 3303685468, 3303685467, 6499783092, 6499783093]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692426494,,,,,,,"POLYGON ((13.4553486 52.5450108, 13.4553791 52.5449779, 13.4554721 52.5448794, 13.4556902 52.5449556, 13.4556585 52.5449887, 13.4555917 52.5450623, 13.4555697 52.5450865, 13.4553486 52.5450108))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6499783537, 8247024897, 6499783536, 6499783540, 3303685480, 6499782979, 6499783535, 6499783537]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692426495,,,,,,,"POLYGON ((13.4551042 52.5449284, 13.4548814 52.5448492, 13.4549997 52.5447186, 13.4552274 52.5447952, 13.4551042 52.5449284))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6499783539, 6499783546, 6499783543, 6499783538, 6499783539]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692427403,,,,,,,"POLYGON ((13.4524538 52.5448687, 13.4524129 52.5448302, 13.4525334 52.5447822, 13.4525726 52.5448184, 13.4524538 52.5448687))",,,,,,,,,,Vattenfal Europe Berlin,,,,,,,,survey,,,,,,,,,Ü237540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6499793532, 6499793531, 6499793530, 6499793529, 6499793532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,substation,minor_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693324403,,,,,,,"POLYGON ((13.5236133 52.4337243, 13.5239704 52.4339333, 13.52418 52.4338002, 13.523823 52.4335912, 13.5236133 52.4337243))",,,,,,,Mitutoyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6508875433, 6508875432, 6508875431, 6508875430, 6508875433]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693335087,,,,,,,"POLYGON ((13.4760573 52.5079432, 13.476035 52.5079185, 13.4760964 52.5078981, 13.4761187 52.5079228, 13.4760573 52.5079432))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[6509035945, 6509035944, 6509035943, 6509035942, 6509035945]",1,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693335591,,,,,,,"POLYGON ((13.4753673 52.5076848, 13.4753 52.507698, 13.475275 52.5076516, 13.4753099 52.507644, 13.4751066 52.507255, 13.4751434 52.5072585, 13.4753673 52.5076848))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,skillion,"[662984116, 3610779777, 6509053174, 6509053173, 6509053172, 662984117, 662984116]",2,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693336354,,,,,,,"POLYGON ((13.4762764 52.5078055, 13.4763982 52.5077655, 13.4764925 52.5078703, 13.4763692 52.5079128, 13.4762764 52.5078055))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,skillion,"[6509045879, 6509045878, 6509045877, 6509045876, 6509045879]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693955936,fast_food,,,,,,"POLYGON ((13.3898189 52.5080074, 13.389893 52.5080094, 13.3898901 52.5080494, 13.3899605 52.5080513, 13.3899651 52.5079872, 13.3898206 52.5079834, 13.3898189 52.5080074))",,,,,,,Die Bude,,,,,,,,,,,,,,,,,,,,,,,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6515398504, 6515398503, 6515398502, 6515398501, 6515398500, 6515398499, 6515398504]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curry,,,,,,,,,,,
way,697996449,,,,,"Mo-Fr 09:00-18:00, Sa 09:00-13:00",,"POLYGON ((13.3080833 52.6189894, 13.3081612 52.6189621, 13.3081681 52.6189597, 13.308128 52.6189175, 13.3080432 52.6189473, 13.3080833 52.6189894))",Berlin,DE,1,13467,Waldseeweg,Hermsdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tailor,,,,,+49177 972 04 19,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[6555148824, 2814548354, 8769865712, 2814548353, 2814548355, 6555148824]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
way,699167724,,,,,,,"POLYGON ((13.3554769 52.5987972, 13.3555317 52.5988001, 13.3556364 52.5988056, 13.3556109 52.5989844, 13.3556679 52.5989874, 13.3556032 52.5994423, 13.355544 52.5994392, 13.3555055 52.5997101, 13.3550687 52.5996871, 13.3550412 52.599701, 13.3547759 52.5996877, 13.3547423 52.5996671, 13.3546972 52.5996652, 13.3546404 52.5996618, 13.3546007 52.5996789, 13.354338 52.5996645, 13.3543031 52.5996416, 13.3543235 52.5995158, 13.354362 52.5994977, 13.3546206 52.5995113, 13.3546542 52.599536, 13.3546616 52.5994838, 13.3541298 52.5994558, 13.3541266 52.5994782, 13.3540222 52.5994728, 13.3540338 52.5993918, 13.35387 52.5993832, 13.3538649 52.5994193, 13.3537673 52.5994142, 13.3537724 52.5993778, 13.3537046 52.5993742, 13.3537024 52.5993896, 13.353651 52.5993869, 13.3536533 52.5993704, 13.353544 52.5993645, 13.3534873 52.599362, 13.3535789 52.5986972, 13.354616 52.5987518, 13.3547537 52.598759, 13.354767 52.5987597, 13.3548264 52.5987629, 13.3548729 52.5987653, 13.3549201 52.5987678, 13.3552979 52.5987878, 13.3553401 52.59879, 13.3553722 52.5987917, 13.3554769 52.5987972))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6565592736, 10982704429, 9589805652, 6565592757, 6565592754, 6565592755, 6565592756, 503361568, 6565592735, 6565592734, 6565592733, 6565592732, 1478005059, 503356838, 6565592731, 503356836, 6565592730, 503356834, 6565592729, 6565592728, 503356840, 320926608, 6565592758, 6565592759, 320926610, 320926612, 6565592766, 6565592765, 6565592764, 6565592767, 6565592762, 6565592760, 6565592761, 6565592763, 6565592718, 320926604, 320926605, 6565592722, 6565592753, 320926607, 9448696494, 9448696493, 503361574, 6565592720, 6565592727, 6565592719, 6565592736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699704420,,,,,,,"POLYGON ((13.397252 52.5088985, 13.3976247 52.5089211, 13.3976268 52.5089051, 13.3981964 52.5089363, 13.3981779 52.5089566, 13.3988135 52.5089942, 13.3988015 52.5089716, 13.3992905 52.5090019, 13.3987874 52.5083131, 13.3981715 52.5082758, 13.3974566 52.5082312, 13.3974399 52.508329, 13.3973447 52.5083233, 13.397252 52.5088985))",Berlin,DE,50,10117,Zimmerstraße,Mitte,Axel-Springer-Neubau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.axelspringer-neubau.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"File:Axel-Springer-Neubau_Berlin,_1._Juli_2019_06.jpg",,,,,commercial,,,,,,,flat,"[6570624873, 9530574712, 9530574713, 9530601417, 9530574715, 9530574714, 9530574716, 6570624874, 6570624875, 8725363670, 9530601419, 9530601418, 6570624876, 6570624873]",10,,,1,,,,,,,,Rem Koolhaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,701195156,,,,,,,"POLYGON ((13.4405946 52.4624348, 13.4405878 52.4624556, 13.440553 52.4625626, 13.4407063 52.4625586, 13.4407323 52.4624713, 13.4407384 52.4624507, 13.4405946 52.4624348))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6585248108, 7630361614, 3427836872, 6585248102, 7630361613, 6585248101, 6585248108]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,701195158,,,,,,,"POLYGON ((13.4406254 52.4623417, 13.4405946 52.4624348, 13.4407384 52.4624507, 13.44124 52.4625083, 13.4413218 52.4625043, 13.4413461 52.4624244, 13.4412945 52.4624185, 13.4412051 52.4624081, 13.4410815 52.462394, 13.4408573 52.4623684, 13.4406254 52.4623417))",,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[1374993008, 6585248108, 6585248101, 6585248107, 6585248106, 6585248105, 1570781272, 1570781269, 1570781265, 1570781252, 1374993008]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,701474928,,,,,,,"POLYGON ((13.4839567 52.4584827, 13.4839999 52.4584128, 13.4840446 52.458423, 13.4840707 52.4583807, 13.484388 52.4584534, 13.4843232 52.4585585, 13.4842489 52.4585415, 13.4842445 52.4585487, 13.4839567 52.4584827))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6587923876, 6587923875, 6587923874, 6587923873, 6587923872, 6587923871, 6587923870, 6587923869, 6587923876]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,702305707,,,,,,,"POLYGON ((13.5232719 52.4341621, 13.5234969 52.4340158, 13.5236794 52.4341208, 13.5234521 52.4342663, 13.5232719 52.4341621))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6595186686, 6595186685, 6595186684, 6595186683, 6595186686]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,702305708,,,,,,,"POLYGON ((13.5228574 52.4339444, 13.5230975 52.4340844, 13.52341 52.433885, 13.5231699 52.4337451, 13.5228574 52.4339444))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[6595186690, 6595186689, 6595186688, 6595186687, 6595186690]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,703421614,,,,,,,"POLYGON ((13.5135326 52.4622435, 13.5134888 52.4621553, 13.5135667 52.4621407, 13.5136079 52.4622298, 13.5135326 52.4622435))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,gabled,"[6605839123, 6605839122, 6605839121, 549906082, 6605839123]",1,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,703421615,,,,,,,"POLYGON ((13.5130968 52.4620446, 13.5133103 52.4620051, 13.5133725 52.4621347, 13.513296 52.462149, 13.5131617 52.4621729, 13.5130968 52.4620446))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,gabled,"[549906024, 6605839125, 6605839124, 549906053, 549906037, 549906024]",2,,,2,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,703422504,,,,,,,"POLYGON ((13.5119536 52.4618833, 13.5118575 52.4618828, 13.5118397 52.4618513, 13.5119268 52.461833, 13.5119536 52.4618833))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,1,,,,,flat,"[6605835663, 6605835662, 6605835661, 6605835660, 6605835663]",2,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,704099996,,Mercedes-Benz,Q36008,en:Mercedes-Benz,Mo-Fr 08:00-19:00; Sa 09:00-16:00,yes,"POLYGON ((13.3283992 52.5153892, 13.3285458 52.5154547, 13.3285573 52.5154579, 13.3285653 52.5154509, 13.3286301 52.5154793, 13.3286213 52.5154861, 13.3286798 52.5155121, 13.3286881 52.5155049, 13.3286976 52.5155089, 13.3287837 52.5155465, 13.3288295 52.5155681, 13.3288841 52.515521, 13.3293198 52.515386, 13.3293172 52.5153832, 13.3293608 52.5153577, 13.3293653 52.5153553, 13.3294991 52.5152852, 13.3296456 52.5152171, 13.329757 52.5151707, 13.3299266 52.5151093, 13.3301115 52.5150529, 13.3301185 52.5150611, 13.3303186 52.515011, 13.3303575 52.5148979, 13.330539 52.514863, 13.3305493 52.5147984, 13.3304869 52.5146458, 13.3305173 52.5146414, 13.3305768 52.5144748, 13.3305237 52.5144508, 13.3304436 52.5144841, 13.3303285 52.5145261, 13.33021 52.5145656, 13.3300538 52.5146099, 13.3300588 52.5146181, 13.3299489 52.5146452, 13.3299429 52.514637, 13.3297886 52.5146788, 13.3297148 52.5147003, 13.3296497 52.5147214, 13.3295688 52.5147479, 13.3294916 52.5147746, 13.3293909 52.5148129, 13.329398 52.5148199, 13.3292991 52.5148597, 13.3292907 52.5148521, 13.3291093 52.5149347, 13.3289466 52.5150162, 13.3288103 52.5150939, 13.3288202 52.5151003, 13.3287371 52.5151519, 13.3287264 52.5151455, 13.3286242 52.5152137, 13.3285651 52.5152568, 13.328486 52.5153166, 13.3283992 52.5153892))",Berlin,DE,1,10587,Salzufer,Charlottenburg,Mercedes-Benz Berlin,,,Daimler AG,,,,,,,,,,,,,,,,,,,,,,,,https://www.mercedes-benz-berlin.de/,,,,,,,,car,,,,,,,,,,,yes,+49 30 390100,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[847234483, 270656002, 2268115873, 2268115867, 2268115880, 2268115886, 2268115902, 2268115893, 1781815217, 2268115915, 5331550940, 270656003, 2268115861, 2268115855, 847234492, 1781815215, 847234493, 847234494, 2268115836, 847234495, 2268115806, 2268115812, 847234491, 847234482, 5331550945, 7460535269, 5331550944, 6611264602, 6611264603, 847234484, 2268115671, 2268115683, 2268115697, 847234485, 2268115711, 2268115747, 2268115731, 847234486, 2268115756, 2268115762, 2268115768, 2268115774, 847234487, 2268115780, 2268115793, 2268115787, 847234488, 1781815214, 847234489, 2268115818, 2268115830, 2268115824, 2268115842, 847234490, 2268115849, 847234483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact by phone,,,,,,,,,
