element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,name,operator,website,wheelchair,check_date:opening_hours,community_centre,community_centre:for,contact:phone,contact:website,description,opening_hours,fax,health_facility:type,lgbtq,phone,provided_for:homosexual,check_date,opening_hours:signed,operator:type,club,sport,disused,short_name,wikidata,access,alt_name,contact:email,contact:email_1,contact:name,fee,identity,indoor,interaction,internet_access,internet_access:fee,mode_of_organisation:decision_making,mode_of_organisation:hierarchy_chef,mode_of_organisation:members,mode_of_organisation:ownership_structure,mode_of_organisation:purpose,mode_of_organisation:scale_of_activity,mode_of_organisation:self_managed,owner,payment:cash,payment:donations,production_input:knowledge:free_licence,production_input:knowledge:p2p_licence,production_input:knowledge:public_domain,production_input:money:crowdfunding,production_input:money:gift,production_input:natural_recources:democratic,production_input:natural_recources:fair,production_input:natural_recources:regional,production_input:natural_resources:sustainable,production_input:supply_chain:fair,production_input:work:ilo_standards,provides,smoking,smoking:outside,source,start_date,wheelchair:description,drink:coffee,second_hand,note,level,toilets:wheelchair,contact:twitter,leisure,contact:fax,email,barrier,culture,contact:facebook,image,name:de,name:en,addr:housename,gay:women,gay,lgbtq:men,wikipedia,office,fetish:bdsm,fetish:bears,fetish:leather,fetish:rubber,fetish:sneakers,fetish:uniform,max_age,min_age,network,contact:phone:booking,opening_hours:covid19,description:de,is_in:city,is_in:country,is_in:country_code,name:fr,name:ro,education,facebook,instagram,twitter,youtube,religion,name:ar,fixme,changing_table,toilets,denomination,addr:floor,description:target_group,contact:instagram,contact:telegram,room,wheelchair:description:de,noname,opening_hours:url,operator:wikidata,wikimedia_commons,craft,height,shop,wheelchair:ramp,description:en,service:bicycle:diy,service:bicycle:repair,operator:short,social_facility:for,currency:EUR,currency:others,language:de,name:etymology:wikidata,brand,brand:wikidata,function,name:pl,name:et,nodes,building,building:colour,roof:shape,building:levels,heritage,heritage:operator,lda:criteria,ref:lda,roof:levels,designation,postal_code,roof:colour,heritage:website,roof:height,building:part,official_name,amenity:old,name:old,building:use,building:levels:underground,queer,addr:inclusion,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,building:material,old_name,addr:unit,source:height,architect,heritage:description,protect_class,roof:material,landuse,building:name,building:number,military,addr:place,contact:mobile,contact:webcam,social_facility,protection_title,toilets:unisex,name:ja,proposed,loc_name,nohousenumber,addr:district,addr:state,addr:subdistrict,area,ways,type
way,167250847,"POLYGON ((13.3849659 52.4879257, 13.3849561 52.4879063, 13.3850122 52.487895, 13.3849886 52.4878513, 13.3850244 52.4878442, 13.3849952 52.48779, 13.3849598 52.4877971, 13.3849346 52.4877504, 13.3846969 52.4877979, 13.3847854 52.487962, 13.3848242 52.4879543, 13.3849659 52.4879257))",,,,,,,community_centre,die gelbe Villa,,,,,youth_centre,,+49 30 76765014,https://www.die-gelbe-villa.de/,,Mo-Fr 08:00-16:30,,,,,,,,,,,,,,,,sekretariat@die-gelbe-villa.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 76765030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1786559696, 2495555660, 2495555656, 2495555626, 2495555623, 2495555596, 2495555602, 1379804693, 1379804694, 2495555676, 1786559699, 1786559696]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,169407123,"POLYGON ((13.3400306 52.4668758, 13.340077 52.4665126, 13.3399941 52.4665086, 13.3398044 52.4664996, 13.3396571 52.4664926, 13.3396483 52.466561, 13.3396299 52.4667052, 13.3396172 52.4668041, 13.3396106 52.4668558, 13.3400306 52.4668758))",Berlin,DE,5-6,12157,Menzelstraße,Schöneberg,community_centre,Kinderfreizeittreff Menzeldorf,Nachbarschaftsheim Schöneberg e.V.,https://menzeldorf.nbhs.de/,yes,,youth_centre,child,,,,Mo-Fr 14:00-19:00,,,,+49 1577 4913041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1805738360, 5213211722, 1262903020, 1262903008, 3157847647, 1805738358, 8399849101, 1262902988, 5213211721, 1805738360]",,,,,,,,,,,,,,,,,,,,,,potential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,173934119,"POLYGON ((13.3909555 52.5629776, 13.3910828 52.5628901, 13.3911961 52.5629497, 13.3911843 52.5629579, 13.3911748 52.5629644, 13.3910683 52.5630379, 13.391028 52.563016, 13.3910187 52.5630229, 13.3909872 52.5630056, 13.3909952 52.5629988, 13.3909555 52.5629776))",Berlin,DE,84,13359,Wollankstraße,Gesundbrunnen,community_centre,Gemeindehaus Martin-Luther-Pankow-West,,,,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1846807662, 1846807656, 1846807658, 9488303221, 9488303218, 1846807664, 2750524110, 2750524113, 2750524109, 2750524108, 1846807662]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,176748652,"POLYGON ((13.4961484 52.5205218, 13.496194 52.5213489, 13.4949238 52.5213731, 13.4948923 52.5205478, 13.4958059 52.5205289, 13.4961484 52.5205218))",Berlin,DE,101,10365,Bornitzstraße,Lichtenberg,community_centre,Bornitz 101 Jugendbildungs- und Begegnungszentrum,publicata e.V.,http://www.bornitz-101.de,,,youth_centre,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3888618168, 4066901425, 668082888, 3888618076, 4066901415, 3888618168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,
way,177106111,"POLYGON ((13.593723 52.5264313, 13.5939007 52.526409, 13.5938638 52.5263001, 13.5938968 52.5262959, 13.5938802 52.5262469, 13.5938476 52.526251, 13.5937571 52.5259842, 13.5937915 52.5259799, 13.5937748 52.5259309, 13.5937424 52.5259349, 13.5937051 52.5258248, 13.593525 52.5258474, 13.5935609 52.5259533, 13.5935972 52.5260602, 13.5936685 52.5262704, 13.5936868 52.5263244, 13.593723 52.5264313))",,,,,,,community_centre,Jugendclub,,,,,youth_centre,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7812213773, 1875753686, 7812213765, 7812213763, 7812213764, 7812213766, 7812213770, 7812213767, 7812213768, 7812213769, 1875753688, 1875753691, 7812213753, 7812213756, 7812213757, 7812213762, 7812213773]",yes,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,177431606,"POLYGON ((13.6238346 52.5328449, 13.6238585 52.5327577, 13.6242951 52.5328051, 13.6242698 52.5328923, 13.6238346 52.5328449))",Berlin,DE,40C,12627,Louis-Lewin-Straße,Hellersdorf,community_centre,Die Nische,AWO Berlin Spree-Wuhle e.V.,http://www.dienische.de,,,,,,,Jugendfreizeiteinrichtung,"Fr 12:00-20:00, Tu-Th 13:00-20:00, Sa 11:00-17:00; PH off",,,,+49 30 9985991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,die-nische@awo-spree-wuhle.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3404714230, 3404714040, 3404714089, 3404714297, 3404714230]",civic,,flat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180315069,"POLYGON ((13.5489287 52.4563377, 13.5489137 52.4563242, 13.5490426 52.4562594, 13.5488156 52.4560887, 13.5486476 52.4561706, 13.5485032 52.4560639, 13.5485034 52.4560571, 13.5484928 52.4560508, 13.5484798 52.4560475, 13.5484587 52.4560486, 13.5484489 52.456052, 13.5484414 52.4560569, 13.5484319 52.4560624, 13.5485921 52.4562531, 13.5486593 52.4562203, 13.5487274 52.4562721, 13.5487029 52.4562841, 13.5487649 52.4563313, 13.5488081 52.4563103, 13.5488793 52.4563645, 13.5489287 52.4563377))",Berlin,DE,2,12459,Nixenstraße,Oberschöneweide,community_centre,Sportclub Berlin-Köpenick,Sportclub Berlin-Köpenick e.V.,,,,club_home,,,https://www.scbk.de/,,,,,,,,,,,sport,rowing,,SCBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1907460297, 1907460293, 2820079140, 1907460283, 1907460289, 1907460280, 6610516370, 6610516367, 6610516371, 6610516372, 6610516368, 6610516369, 1907460285, 6610516373, 1907460295, 6610516374, 6610516375, 6610516376, 6610516377, 1907460291, 1907460297]",yes,,,,4,lda,Baudenkmal,09020174,,,,,,,,,,,,,,,,,,,Ruderklub Sturmvogel,,,,,,,,,,,,,,,,,,,,,,,,,,
way,181103168,"POLYGON ((13.5079719 52.4195985, 13.5083855 52.4196679, 13.508814 52.4196242, 13.5090263 52.4191511, 13.508229 52.4190202, 13.5079719 52.4195985))",Berlin,DE,80,12355,Neudecker Weg,Rudow,community_centre,NW80,Bezirksamt Neukölln von Berlin,,,,youth_centre,child;juvenile,+49 30 6634185,http://www.nw80.de/,,,,,,,,2021-08-11,,,,,,,,,,team@nw80.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1915561006, 1915561028, 1915561009, 1915560882, 1915560872, 1915561006]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,181574636,"POLYGON ((13.5645205 52.55182, 13.5646256 52.5517868, 13.5646207 52.551781, 13.5646772 52.5517631, 13.5646729 52.5517581, 13.5648288 52.5517088, 13.5647468 52.5516129, 13.5646243 52.5516517, 13.5645953 52.5516178, 13.5645367 52.5516363, 13.5645238 52.5516212, 13.5644917 52.5516314, 13.5644836 52.5516219, 13.5643792 52.5516549, 13.5645205 52.55182))",,,,,,,community_centre,Impuls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1919858135, 5196898225, 5196898223, 5196898222, 5196898224, 1919858133, 1919858127, 1919858130, 1919858126, 1919858129, 5196898226, 5196898227, 1919858128, 1919858131, 1919858135]",yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,184688105,"POLYGON ((13.3534544 52.5296264, 13.3534909 52.5295832, 13.3535314 52.5295959, 13.3536004 52.5296175, 13.3532771 52.5300001, 13.3531676 52.5299659, 13.3532074 52.5299188, 13.3530154 52.5298587, 13.3532625 52.5295664, 13.3534544 52.5296264))",Berlin,,17,10559,Rathenower Straße,,community_centre,Zille-Haus,,,,,youth_centre;family_centre,child;juvenile,,,,,,,,,,,,,,,,,,,"Kinder-, Jugend- und Familienzentrum im Zille-Haus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haus wird umgebaut: Während der Sanierung  zieht der ZilleKlub in die Lehrter Straße 26, das Familienzentrum Moabit-Ost zieht in die Stephanstraße 43 und das Jugendberatungshaus zieht in die Paulstraße 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1951841968, 1951841966, 3227887264, 1951841967, 1951841972, 1951841971, 1951841970, 1951841969, 1951841965, 1951841968]",civic,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191902676,"POLYGON ((13.4713912 52.4295644, 13.4713782 52.4295302, 13.4714456 52.4294981, 13.4714225 52.4294801, 13.4714373 52.4294709, 13.4715448 52.4293962, 13.471679 52.4294137, 13.4718046 52.4294141, 13.4719165 52.4294017, 13.4721603 52.4295448, 13.4719287 52.4296916, 13.4717303 52.4297917, 13.4715772 52.429869, 13.4713243 52.4296457, 13.471367 52.4296153, 13.4713912 52.4295644))",Berlin,DE,27,12351,Lipschitzallee,Gropiusstadt,community_centre,Jugendclub UFO,Evangelischer Kirchenkreis Neukölln,https://www.neukoelln-evangelisch.de/ufo,,,youth_centre,juvenile,,,,Mo 13:00-19:00; Tu-Fr 14:00-20:00,,,,+49 30 6033355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,13,,,,,,,,,,,,,,,christian,,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3687765400, 7619151250, 7619151248, 10963465453, 3687765398, 3687765399, 2024637567, 10815749908, 3687765530, 3687765529, 2024637568, 10815749906, 2024637560, 2024637565, 2024637563, 3687765400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192154493,"POLYGON ((13.32393 52.4840064, 13.3241873 52.4840017, 13.3242244 52.4840577, 13.324248 52.484057, 13.3245022 52.4840494, 13.324499 52.4839881, 13.3243628 52.4839928, 13.3243229 52.4839167, 13.3239273 52.4839227, 13.32393 52.4840064))",Berlin,DE,37,10715,Straße am Schoelerpark,Wilmersdorf,community_centre,Haus der Nachbarschafft,Nachbarschafft e.V.,,,,community_hall,,+49 30 86394400,https://www.nachbarschafft-ev.de/,,Tu-Fr 12:00-18:00,,,,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2027152576, 4105655965, 4105655962, 5501186488, 4105655963, 4105655964, 2027152574, 2027152568, 2027152570, 2027152576]",civic,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,197358484,"POLYGON ((13.1823758 52.4793842, 13.1824205 52.4793836, 13.1824209 52.4793967, 13.1825854 52.4793947, 13.1825822 52.4792964, 13.1825811 52.4792642, 13.1825412 52.4792647, 13.1825396 52.4792174, 13.1824583 52.4792184, 13.18246 52.4792709, 13.1823721 52.479272, 13.1823758 52.4793842))",Berlin,,45,14089,Kladower Damm,Gatow,community_centre,Pro Sport Berlin 24,Pro Sport Berlin 24 e.V.,,,,club_home,,+49 30 3611855,http://www.psb-24.de/,,,,,,,,,,,sport,rowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2854773719, 6744536349, 6744536348, 2076087535, 3234834671, 2076087523, 2076087526, 2076087514, 2076087517, 2076087529, 2076087532, 2854773719]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,202438442,"POLYGON ((13.3561203 52.4266323, 13.3561358 52.4266003, 13.3561065 52.4265951, 13.3561207 52.4265655, 13.3561386 52.4265603, 13.3561866 52.4264608, 13.3562103 52.4264498, 13.356234 52.4264007, 13.3565102 52.4264503, 13.3565729 52.4264616, 13.3565569 52.4264947, 13.356626 52.4265071, 13.3565967 52.4265679, 13.3565258 52.4265552, 13.3565236 52.4265598, 13.3564435 52.4265454, 13.3564217 52.4265905, 13.3566224 52.4266265, 13.3565975 52.426678, 13.3566426 52.4266861, 13.3566268 52.4267205, 13.356495 52.4266983, 13.3564755 52.426702, 13.3563421 52.4266787, 13.35633 52.4266709, 13.3563105 52.4266673, 13.3561518 52.426638, 13.3561203 52.4266323))",Berlin,DE,74,12249,Malteserstraße,Lankwitz,community_centre,Jugend-Kultur-Bunker,outreach gGmbH,https://outreach.berlin/team-steglitz-zehlendorf/,,,youth_centre,juvenile,,http://www.outreach-bunker.de/,,,,,,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2124057132, 7025113577, 7025113573, 7025113574, 7025113575, 7025113576, 7025113578, 2124057129, 2124057130, 2124057131, 7025113579, 7025113580, 7025113581, 7025113582, 7025113583, 7025113584, 7025145885, 7025145886, 7025145887, 7025145888, 2124057133, 7025113571, 7025113569, 7025113570, 7025113572, 10230989164, 6784431282, 2124057132]",yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,204667001,"POLYGON ((13.4148202 52.4779652, 13.4147386 52.4780153, 13.4148405 52.478076, 13.4148521 52.4780829, 13.4149134 52.4781194, 13.4149852 52.4781622, 13.4150647 52.478112, 13.4149944 52.4780698, 13.4149216 52.4780261, 13.4148202 52.4779652))",,,,,,,community_centre,Haus 104 (ehem. Wetterstation),Haus 104 Tempelhofer Feld e.V.,https://tempelhofer-feld.berlin.de/documents/167/Geb%C3%A4udebuch-Geb104.pdf,limited,,meeting_room,,,https://haus104.de/,,,,,,,,,,,,,,,,,,info@haus104.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2146573510, 2146573516, 8830348891, 8830348887, 8830348889, 2146573529, 2146573522, 8830348888, 8830348890, 2146573510]",yes,white,flat,1,,,,,0,,,grey,,,,,,,civic,,,,,,,,,,,,,,,,Haus 104,104,,,,,,,,,,,,,,,,,
way,215579250,"POLYGON ((13.5508997 52.5462, 13.550727 52.5459972, 13.5508715 52.5459517, 13.5510422 52.545898, 13.5511367 52.5460089, 13.5512149 52.5461008, 13.5508997 52.5462))",Berlin,DE,39,12679,Franz-Stenzer-Straße,Marzahn,community_centre,Schul- und SportJugendclub,,,,,youth_centre,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3045364478, 3885626728, 10273324288, 3885626711, 10273324289, 3885626774, 3045364478]",yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218153445,"POLYGON ((13.5184228 52.5663343, 13.5181541 52.5662062, 13.5181976 52.5661725, 13.5181363 52.5661433, 13.5183886 52.5659478, 13.5186851 52.5660891, 13.5186466 52.566119, 13.5186801 52.5661349, 13.5184228 52.5663343))",Berlin,DE,13A,13057,Warnitzer Straße,Neu-Hohenschönhausen,community_centre,Humboldt-Haus,WBG Humboldt-Universität eG,,,,community_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6371252632, 2274300422, 2274300420, 2274300417, 2274300406, 2274300411, 2274300413, 2274300415, 6371252632]",public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228214997,"POLYGON ((13.2090062 52.5260219, 13.2092408 52.526001, 13.2092107 52.5258757, 13.2089761 52.5258966, 13.2090062 52.5260219))",Berlin,DE,28,13597,Tiefwerderweg,Wilhelmstadt,community_centre,Spandauer Hockey- und Tennis-Club 1910,Spandauer Hockey- und Tennis-Club 1910 e.V.,,,,club_home,athlete,+49 30 3322410,https://www.shtc.de/,,,,,,,,,,,sport,hockey;tennis,,SHTC,,,,info@shtc.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2875570267, 2368505292, 2368505284, 2368505289, 2875570267]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230772760,"POLYGON ((13.4584024 52.5083222, 13.4581169 52.5077329, 13.4580514 52.5077444, 13.4580378 52.5077148, 13.4573291 52.50783, 13.4573377 52.507848, 13.457419 52.5080167, 13.4574736 52.5081301, 13.4575201 52.508227, 13.4575284 52.5082438, 13.4575851 52.5083613, 13.4576324 52.5084593, 13.4584024 52.5083222))",Berlin,DE,2,10245,Konitzer Straße,Friedrichshain,community_centre,Kinderfreizeiteinrichtung Känguruh,,,,,youth_centre,child,+49 30 29350589,http://www.kfe-kaenguruh.de/,,Mo-Fr 11:00-19:00; Sa 10:00-16:00,,,,,,,,,,,,,,,,kfe_kaenguruh@msn.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Känguruh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2392252622, 2392252612, 3927949486, 3927949465, 2392252618, 3927949514, 3927949581, 3927949616, 4140626694, 3927949643, 3927949778, 2392252620, 2392252622]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231386637,"POLYGON ((13.5599448 52.4875143, 13.5602314 52.4875052, 13.560205 52.4871985, 13.5599185 52.4872076, 13.5599448 52.4875143))",Berlin,DE,184,12683,Köpenicker Straße,Biesdorf,community_centre,Freizeithaus Balzerplatz,"präventive, altersübergreifende Dienste im sozialen Bereich gGmbH;AWO Spree-Wuhle e.V.",https://www.pad-berlin.de/jugend/jfe-balzerplatz/756-freizeithaus-balzerplatz.html,,,,,,,,"Mo-Tu 13:00-19:00, We 09:00-19:00, Th 09:00-22:00, Fr 10:00-19:00 open ""bei Veranstaltungen länger"", Sa[1],Sa[1] + 1 day,Su[4], Su[4] - 1 day 13:00-18:00 || ""nach Vereinbarung""",,,,+49 30 54718210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jfe.balzerplatz@pad-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/fhbalzerplatz,https://www.instagram.com/_balzerplatz_/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2397745205, 2397745204, 2397745202, 2397745203, 2397745205]",civic,darkgray,flat,2,,,,,0,,,,,,,,,,,,,,,,,brick,,,,,,,tar_paper,,,,,,,,,,,,,,,,,,,,
way,233668870,"POLYGON ((13.3264669 52.5320064, 13.3264729 52.531857, 13.3264848 52.5315661, 13.3262517 52.5315626, 13.3262388 52.531564, 13.3260819 52.5315604, 13.3259067 52.5315575, 13.3259031 52.5316741, 13.3259306 52.5316745, 13.3259285 52.5317179, 13.3259241 52.5318389, 13.3259182 52.5319999, 13.3262357 52.5320037, 13.3264669 52.5320064))",,,,,,,community_centre,Stadtschloss Moabit Nachbarschaftshaus,Moabiter Ratschlag e.V.,https://moabiter-ratschlag.de/nachbarschaftshaus/,limited,,,,,,,Mo-Fr 12:00-19:00; Su 12:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[614103478, 614103475, 614100452, 614103403, 3900932765, 614100446, 614103385, 614103392, 3900932797, 9934069170, 10686868078, 614103439, 614103452, 614103478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236546245,"POLYGON ((13.1223441 52.4435673, 13.1223392 52.4435722, 13.1220605 52.443474, 13.122169 52.4433594, 13.1222501 52.443388, 13.1222583 52.4433792, 13.1222687 52.4433832, 13.1222609 52.4433918, 13.1223302 52.4434162, 13.1223381 52.4434079, 13.1223493 52.4434116, 13.1223416 52.4434202, 13.1226953 52.443545, 13.1225868 52.4436599, 13.1223678 52.4435823, 13.1223721 52.4435772, 13.1223441 52.4435673))",,,,,,,community_centre,Casino,,,,,,,,,Offiziersheim in der Blücher-Kaserne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5379632545, 5379632544, 5379632543, 5379632542, 5379632541, 5379632540, 5379632539, 5379632538, 5379632537, 5379632536, 5379632535, 5379632534, 5379632533, 5379632532, 5379632531, 5379632530, 5379632545]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mess,,,,,,,,,,,,,,,,
