element_type,osmid,geometry,amenity,brothel:eros_center,name,ref,toilets:wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,level,addr:country,phone,shop,website,wheelchair,fixme,source,contact:email,contact:phone,contact:website,office,short_name,wikidata,wikipedia,building,building:levels,building:use,man_made,description,historic,power,nodes,alt_name,height,layer,note,smoking,start_date,addr:housename,building:cladding,building:facade:material,building:levels:underground,roof:shape,wikimedia_commons,building:roof,tourism,nohousenumber,brand,brand:wikidata,brand:wikipedia,email,fax,internet_access,rooms,old_name,building:part,operator,official_name,roof:levels,building:colour,roof:colour,building:material,operator:wikidata,operator:wikipedia,telecom,brothel:saunaclub,name:shs,wheelchair:description,opening_hours:signed,area,noname,emergency,toilets,compressed_air,fuel:cng,fuel:diesel,fuel:e10,fuel:lpg,fuel:octane_95,fuel:octane_98,source:geometry,automated,self_service,year_of_construction,architect,heritage,heritage:operator,internet_access:fee,name:he,seamark:landmark:conspicuity,seamark:landmark:name,seamark:type,disused:amenity,disused:name,outdoor_seating,healthcare,second_hand,roof:orientation,generator:method,generator:output:hot_water,generator:source,architect:wikidata,building:architecture,building:min_level,noaddress,check_date,disused:shop,source:outline,craft,type,ways,addr:suburb,defibrillator:location
way,974365660,"POLYGON ((8.7218189 50.1248903, 8.7218146 50.1247315, 8.7222676 50.1247264, 8.7222718 50.1248853, 8.7218189 50.1248903))",,,Löwen Lounge,,,,,,,,,,,,,,ungefähre Position und Umrisse eingetragen,,,,,,,,,commercial,2,,,,,,"[9017382992, 9017382993, 9017382994, 9017382995, 9017382992]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-18,,,,,,,
way,981463618,"POLYGON ((8.58708 50.125722, 8.5884991 50.1256437, 8.5884535 50.1253043, 8.5870344 50.1253825, 8.58708 50.125722))",,,Colt Datacentre - FRA74,,,Frankfurt am Main,7,65936,Wilhelm-Fay-Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[9078281081, 9078281080, 9078281079, 9078281078, 9078281081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031000203,"POLYGON ((8.6282024 50.1006986, 8.6283355 50.1006256, 8.628381 50.1006601, 8.6285527 50.1005647, 8.6285152 50.1005353, 8.6286488 50.1004644, 8.628813 50.1005856, 8.6288844 50.1006383, 8.6293504 50.1009822, 8.6294496 50.1010617, 8.6289991 50.1012929, 8.6289029 50.1012216, 8.6288555 50.101245, 8.6288118 50.1012136, 8.6288583 50.1011881, 8.6284381 50.1008726, 8.6283785 50.1008263, 8.6283052 50.1007727, 8.6282024 50.1006986))",,,Verizon,,,Frankfurt am Main,59,60326,Rebstöcker Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3911463019, 9498470398, 9498470382, 9498470383, 9498470390, 9498470391, 9498470393, 9498470394, 3911463023, 3911463028, 3911463030, 3911463029, 9498470399, 9498470401, 9498470400, 9498470388, 9498470385, 9498470379, 3911463019]",,,,,,,,,,,,,,,,,,,,,,,,,Verizon,,,,,,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1036498322,"POLYGON ((8.5733383 50.0248324, 8.5731605 50.0247895, 8.5732577 50.0246245, 8.5734331 50.0246669, 8.5733383 50.0248324))",,,556 E,,,,556E,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[4423681346, 9549209746, 1825425046, 9549209745, 4423681346]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1040002048,"POLYGON ((8.7374767 50.1199635, 8.7374079 50.1199349, 8.7375962 50.1197457, 8.7376789 50.1197803, 8.7376747 50.1197842, 8.7377646 50.1198212, 8.7377364 50.1198495, 8.7377341 50.1198486, 8.737724 50.1198584, 8.7377265 50.1198594, 8.7376792 50.1199068, 8.7376769 50.1199059, 8.7376677 50.1199151, 8.7376699 50.1199161, 8.7376226 50.1199634, 8.7376204 50.1199625, 8.7376107 50.1199725, 8.7376128 50.1199733, 8.7375839 50.1200022, 8.7374964 50.1199662, 8.7374923 50.1199699, 8.7374767 50.1199635))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[610589904, 9576045146, 9576045147, 610589921, 610589923, 1801921059, 10255638609, 10255638608, 10255638607, 10255638610, 10255638611, 10255638606, 10255638605, 10255638612, 10255638613, 10255638603, 10255638604, 10255638614, 610589930, 10255638666, 10255638667, 610589904]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1040002049,"POLYGON ((8.7370837 50.119796, 8.7371723 50.1198324, 8.7371695 50.1198352, 8.7372659 50.1198749, 8.7374488 50.1196896, 8.7373557 50.1196499, 8.7373531 50.1196525, 8.7372636 50.119616, 8.7372359 50.1196439, 8.737238 50.1196447, 8.7372281 50.1196545, 8.7372262 50.1196537, 8.73718 50.1197003, 8.7371818 50.1197011, 8.7371762 50.1197067, 8.7371715 50.1197114, 8.7371696 50.1197107, 8.7371232 50.1197567, 8.7371256 50.1197577, 8.7371146 50.1197678, 8.7371128 50.119767, 8.7370837 50.119796))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[610589908, 10255638657, 610589905, 610589910, 9576045151, 610589912, 10255638662, 610589897, 10255638621, 10255638620, 10255638619, 10255638622, 10255638623, 10255638617, 1801921053, 10255638618, 10255638624, 10255638625, 10255638615, 10255638616, 10255638626, 610589908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1069423682,"POLYGON ((8.7064933 50.1167964, 8.7064634 50.1168081, 8.706443 50.1167866, 8.7064365 50.1167891, 8.7063882 50.1167383, 8.7064233 50.1167246, 8.7064933 50.1167964))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[9815818142, 9815818141, 9815818140, 9815818139, 9815818138, 9815818137, 9815818142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072962884,"POLYGON ((8.6442054 50.1438316, 8.6441853 50.1437734, 8.6444531 50.1437409, 8.6445372 50.1437293, 8.6445602 50.1438065, 8.6444798 50.1438145, 8.6444722 50.1437937, 8.6442054 50.1438316))",,,Paizdzior,,,Frankfurt am Main,41,60431,Ginnheimer Waldgasse,,,,+4969525155,,,,,,,,,,,,,commercial,,,,,,,"[9843552423, 9843552424, 9843552425, 9843552426, 9843552427, 9843552428, 9843552429, 9843552423]",,,,,,,,,,,,,,,,,,,,+4969525155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gardener,,,,
way,1074625244,"POLYGON ((8.693748 50.0963884, 8.6939085 50.096466, 8.6938967 50.0964758, 8.693944 50.0964987, 8.6939557 50.0964887, 8.6941281 50.0965713, 8.6941996 50.0965032, 8.6942353 50.0964689, 8.6941282 50.0964182, 8.694122 50.0964231, 8.6941076 50.0964158, 8.6943967 50.0961662, 8.694245 50.096093, 8.6940166 50.0962889, 8.6939072 50.0962369, 8.693748 50.0963884))",,,,,,Frankfurt am Main,5,60599,Aschaffenburger Straße,,,,,,,,,,,,,,,,,commercial,5,,,,,,"[2656022007, 9856613258, 9856613257, 9856613256, 9856613259, 9856613285, 1116928357, 9856613284, 9856613283, 9856613278, 9856613279, 9856613282, 9856613281, 9856613280, 2800964605, 2656022007]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111048092,"POLYGON ((8.5748774 50.0524787, 8.5749137 50.0524824, 8.5749064 50.052512, 8.574993 50.0525208, 8.5749986 50.052498, 8.5750851 50.0525068, 8.5751238 50.0523495, 8.5750926 50.0523463, 8.5750993 50.0523192, 8.5750147 50.0523106, 8.5750076 50.0523391, 8.5749143 50.0523295, 8.5748774 50.0524787))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[10166341427, 10166341428, 10166341429, 10166341430, 10166341431, 10166341432, 10166341433, 10166341434, 10166341435, 10166341436, 10166341437, 10166341438, 10166341427]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1111048093,"POLYGON ((8.5751449 50.052527, 8.5753976 50.0526408, 8.5754471 50.0525955, 8.5754794 50.05261, 8.5755284 50.0525652, 8.5754927 50.0525491, 8.5755128 50.0525307, 8.5752628 50.052418, 8.5752375 50.0524412, 8.5752024 50.0524254, 8.5751582 50.0524658, 8.5751941 50.052482, 8.5751449 50.052527))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[10166341439, 10166341440, 10166341441, 10166341442, 10166341443, 10166341444, 10166341445, 10166341446, 10166341447, 10166341448, 10166341449, 10166341450, 10166341439]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1113485552,"POLYGON ((8.5974603 50.1362375, 8.5973035 50.1359769, 8.5967088 50.1361239, 8.5968655 50.1363844, 8.597063 50.1363342, 8.5974298 50.1362443, 8.5974603 50.1362375))",,,Gebäude 7,,,Frankfurt am Main,7,60488,Guerickestraße,,,,,,,,,,,,,,,,,commercial,1,,,Kantine,,,"[10187248076, 10187248075, 10187248074, 10187248073, 10187248077, 10187248070, 10187248076]",,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1156278375,"POLYGON ((8.5968106 50.1367697, 8.5968453 50.1367612, 8.5969163 50.136744, 8.5968927 50.1367065, 8.5967866 50.1367323, 8.5968106 50.1367697))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[694707723, 10753148705, 10753126498, 10753126499, 10753126500, 694707723]",,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1156278376,"POLYGON ((8.5967866 50.1367323, 8.596739 50.1366583, 8.596849 50.1366323, 8.5968927 50.1367065, 8.5967866 50.1367323))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[10753126500, 694810484, 10753126501, 10753126499, 10753126500]",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1156278377,"POLYGON ((8.5970826 50.1372033, 8.5971173 50.1371946, 8.5968821 50.1368056, 8.5968707 50.136808, 8.5968453 50.1367612, 8.5968106 50.1367697, 8.597064 50.1371738, 8.5970826 50.1372033))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[10187248106, 10753126502, 10753126503, 10753126504, 10753148705, 694707723, 10187248163, 10187248106]",,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1162467241,"POLYGON ((8.6137166 50.1241188, 8.6132375 50.1240412, 8.6132762 50.1239512, 8.6137517 50.1240333, 8.6137166 50.1241188))",,,Atelier PetriHaus,,,,,,,,,,,,,,,,,,,,,,,commercial,1,,,,,,"[10811297713, 10811297714, 10811297715, 10811297716, 10811297713]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1167789522,"POLYGON ((8.6446175 50.1924029, 8.6447787 50.1923212, 8.6445813 50.1921615, 8.6444202 50.1922432, 8.6446175 50.1924029))",,,,,,Frankfurt am Main,39,60437,Max-Holder-Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[10860774987, 10860774988, 10860774989, 10860774990, 10860774987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1167789524,"POLYGON ((8.644413 50.1925285, 8.6445736 50.1924468, 8.6441733 50.1921243, 8.6440128 50.192206, 8.644413 50.1925285))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[10860774995, 10860774996, 10860774997, 10860774998, 10860774995]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1167789525,"POLYGON ((8.6440117 50.1927331, 8.6441724 50.1926514, 8.6437721 50.1923289, 8.6436116 50.1924105, 8.6440117 50.1927331))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[10860774999, 10860775000, 10860775001, 10860775002, 10860774999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1171097436,"POLYGON ((8.5969951 50.0558474, 8.5969342 50.0554189, 8.5968672 50.0554228, 8.5968306 50.0550668, 8.5977041 50.05501, 8.5977523 50.0554052, 8.5978012 50.0558058, 8.5974031 50.0558223, 8.5969951 50.0558474))",,,The Move Blue,,,Frankfurt am Main,5,60549,De-Saint-Exupéry-Straße,,,,,,,,Based on current aerial image not correct in size and shape,,,,,,,,,commercial,6,,,,,,"[10882999287, 10882999288, 10882999289, 10882999290, 10882999291, 10882999292, 10882999293, 10882999294, 10882999287]",,,,,no,2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1462975,"POLYGON ((8.6562757 50.1102563, 8.6561785 50.1102958, 8.6561797 50.1102968, 8.6561614 50.1103049, 8.6561517 50.1102945, 8.6561541 50.1102939, 8.6560634 50.1102017, 8.6560575 50.1102043, 8.6560546 50.110215, 8.6560492 50.1102243, 8.656043 50.1102321, 8.6560315 50.1102416, 8.6560145 50.1102529, 8.6559984 50.1102611, 8.65598 50.1102685, 8.6559651 50.1102737, 8.6559478 50.1102785, 8.6559295 50.1102824, 8.6559101 50.110285, 8.6558928 50.1102864, 8.6558747 50.1102865, 8.6558544 50.1102857, 8.655837 50.110284, 8.6558183 50.110281, 8.6558038 50.110277, 8.6557879 50.1102698, 8.655775 50.1102601, 8.6557678 50.1102602, 8.6557748 50.110371, 8.6557793 50.1103708, 8.6557802 50.1103834, 8.6557599 50.1103837, 8.6557599 50.1103819, 8.6556762 50.1103835, 8.6556944 50.110637, 8.65561 50.1106765, 8.6551393 50.1102366, 8.6551724 50.1101972, 8.655559 50.1101888, 8.6555515 50.110079, 8.654952 50.1100877, 8.6549458 50.1100858, 8.6548987 50.1101459, 8.6548468 50.1102128, 8.6548541 50.1102147, 8.6552805 50.1106148, 8.6552744 50.1106174, 8.6554679 50.1107981, 8.6554728 50.1107953, 8.6556229 50.1109354, 8.6556168 50.1109381, 8.6558088 50.1111178, 8.6558142 50.1111153, 8.6559002 50.1111953, 8.6558992 50.1111959, 8.6559315 50.1112258, 8.6561017 50.1111506, 8.6562062 50.1111037, 8.6562395 50.1111343, 8.6563259 50.1110962, 8.6558511 50.1106506, 8.655843 50.1106412, 8.6558308 50.1106226, 8.6558224 50.1106067, 8.6558171 50.110588, 8.6558161 50.1105742, 8.6558167 50.11056, 8.6558181 50.1105475, 8.6558225 50.1105342, 8.6558263 50.1105248, 8.655832 50.1105147, 8.6558392 50.1105033, 8.6558493 50.1104918, 8.6558593 50.1104821, 8.6558695 50.1104733, 8.6558819 50.1104649, 8.655894 50.1104573, 8.6559116 50.1104477, 8.6559261 50.1104415, 8.6559397 50.1104364, 8.6559606 50.1104302, 8.6559793 50.1104259, 8.6560055 50.1104214, 8.6560343 50.1104188, 8.6560633 50.1104188, 8.6560933 50.110421, 8.6561198 50.1104252, 8.656147 50.1104324, 8.6561718 50.1104397, 8.6561944 50.1104496, 8.6562168 50.1104626, 8.6562305 50.1104728, 8.6562418 50.1104813, 8.6562534 50.1104931, 8.6562648 50.1105065, 8.6562717 50.1105183, 8.656511 50.1110141, 8.6566 50.1109759, 8.6565673 50.1109449, 8.6567794 50.1108433, 8.6569673 50.110768, 8.6569442 50.1107015, 8.6569356 50.1107033, 8.6568226 50.1104701, 8.6568299 50.1104687, 8.6567888 50.1103816, 8.6567414 50.1103916, 8.656724 50.1103559, 8.6567727 50.1103471, 8.6567304 50.1102606, 8.6567229 50.1102621, 8.6565416 50.1098886, 8.6565443 50.109883, 8.6564732 50.1098665, 8.6564054 50.1098507, 8.6564043 50.1098547, 8.6560931 50.1099898, 8.6561955 50.110092, 8.6563495 50.1100234, 8.6564271 50.1100429, 8.6565849 50.110359, 8.6564171 50.1103954, 8.6562757 50.1102563), (8.6560891 50.1109869, 8.6559944 50.11103, 8.6556733 50.1107344, 8.655766 50.1106927, 8.6560891 50.1109869), (8.6567483 50.1106935, 8.6565546 50.1107822, 8.6564168 50.1104949, 8.6566311 50.1104529, 8.6567483 50.1106935))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[[[1009270607, 1009270634, 1009270896, 1009270568, 1009270607], [1009270791, 1009270861, 1009270904, 1009270576, 1009270791], [1009270703, 1009270709, 1009270612, 9885763077, 9885763075, 9885763074, 9885763076, 1009270617, 1009270933, 1009270890, 9885763032, 9885763033, 9885763034, 1009270827, 9885763035, 9885763036, 9885763037, 1009270761, 9885763038, 9885763039, 9885763040, 1009270875, 9885763041, 9885763042, 9885763043, 1009270824, 9885763044, 9885763045, 9885763078, 1009270759, 1009270661, 9885763046, 9885763047, 9885763048, 9885763049, 1009270945, 1009270841, 1009270740, 1009270763, 1009270866, 1009270664, 1009270818, 1009270682, 9885763079, 3792833008, 9885763080, 1009270782, 9885763008, 9885762995, 9885762994, 9885763009, 9885763010, 9885762993, 9885762992, 9885763011, 9885762991, 9885762990, 1009270834, 3810293076, 1009270893, 1009270935, 1009270622, 1009270746, 1009270796, 9885763031, 1009270863, 9885763030, 9885763029, 1009270909, 9885763028, 1009270585, 9885763027, 9885763026, 9885763025, 1009270635, 9885763024, 9885763023, 9885763022, 1009270678, 9885763021, 1009270766, 1009270636, 9885763020, 9885763019, 9885763018, 9885763017, 1009270784, 9885763016, 1009270838, 9885763015, 1009270895, 1009270940, 1009270623, 9885763014, 1009270646, 9885763013, 9885763012, 1009270944, 1009270624, 1009270648, 1009270750, 1163663521, 1009270800, 9885763006, 9885763007, 9885763004, 9885763005, 9885763003, 9885763000, 9885763001, 9885763002, 9885762996, 9885762997, 1009270864, 9885762998, 3168924361, 1009270914, 9885762999, 1009270598, 1009270657, 1009270604, 1009270638, 1009270703]]]",,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,"[103145723, 103145724, 86762026]",,
relation,2593646,"POLYGON ((8.5816705 50.1276283, 8.5814542 50.1276702, 8.5814891 50.1277444, 8.5810986 50.1278199, 8.5810637 50.1277458, 8.5808602 50.1277852, 8.5809132 50.1278979, 8.5809279 50.127929, 8.581103 50.1283011, 8.5819134 50.1281443, 8.5816705 50.1276283), (8.5811593 50.1279461, 8.5815483 50.1278711, 8.5816424 50.1280718, 8.5812534 50.1281467, 8.5811593 50.1279461))",,,Continental - BT A,,,Frankfurt am Main,30,65936,Wilhelm-Fay-Straße,,,DE,,,,,,,,,,,,,,commercial,5,,,,,,"[[[2030378901, 2030378897, 2030378889, 2030378893, 2030378901], [263076372, 263076375, 6393361424, 6393361423, 263076376, 263076377, 263076380, 263076382, 263076379, 263076374, 263076372]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,"[192484324, 24294679]",Sossenheim,
relation,2593647,"POLYGON ((8.5805282 50.1280336, 8.5804965 50.1280065, 8.5803818 50.1279083, 8.5802289 50.1279816, 8.5803017 50.128044, 8.5799634 50.1282064, 8.5798915 50.1281449, 8.5797348 50.1282201, 8.5798504 50.1283191, 8.5798875 50.1283506, 8.5802454 50.1286568, 8.580893 50.1283458, 8.5805282 50.1280336), (8.5800865 50.1283096, 8.5804162 50.12816, 8.5806101 50.1283356, 8.5802804 50.1284852, 8.5800865 50.1283096))",,,IBM - BT B,,,Frankfurt am Main,32,65936,Wilhelm-Fay-Straße,,,DE,,,,,,,,,,,,,,commercial,5,,,,,,"[[[2030378913, 2030378910, 2030378903, 2030378908, 2030378913], [263076390, 263076385, 6393361420, 6393361419, 263076389, 263076383, 263076391, 263076387, 263076386, 263076393, 6393361422, 6393361425, 263076390]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,"[192484325, 24294680]",Sossenheim,
relation,2593650,"POLYGON ((8.5795947 50.1285172, 8.5795438 50.1284959, 8.5794054 50.128438, 8.5793019 50.1285398, 8.5793974 50.1285797, 8.5791684 50.1288047, 8.5790729 50.1287647, 8.5789563 50.1288792, 8.5796602 50.1291737, 8.5801094 50.1287325, 8.5795947 50.1285172), (8.5795664 50.1286587, 8.5798384 50.1287749, 8.5796078 50.1289966, 8.5793359 50.1288803, 8.5795664 50.1286587))",,,IBM - BT A,,,Frankfurt am Main,34,65936,Wilhelm-Fay-Straße,,,DE,,,,,,,,,,,,,,commercial,5,,,,,,"[[[2030378919, 2030378915, 2030378917, 2030378921, 2030378919], [263076398, 263076403, 263076402, 263076394, 263076401, 263076395, 263076397, 263076399, 6393361418, 6393361421, 263076398]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,"[192484321, 24294681]",Sossenheim,
relation,3778970,"POLYGON ((8.6449653 50.1100213, 8.6450305 50.1097949, 8.6451619 50.1098104, 8.6450957 50.1100496, 8.6452901 50.1100727, 8.6455102 50.109299, 8.6453188 50.1092764, 8.6452451 50.1095324, 8.6451003 50.1095152, 8.6451647 50.1092915, 8.6448008 50.1092484, 8.6447599 50.1093904, 8.6445909 50.1099769, 8.6449653 50.1100213), (8.645181 50.1096035, 8.6451423 50.1097427, 8.645004 50.1097269, 8.6450427 50.1095877, 8.645181 50.1096035))",,,Dependance,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[[[2886214823, 672383005, 672383003, 2886214824, 2886214823], [672382994, 672383021, 2886214825, 672383001, 672383024, 672383022, 672382998, 672382999, 672383006, 2886214822, 672382996, 672382990, 1320956863, 672382994]]]",,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,"[284925392, 53117410]",,
relation,4055851,"POLYGON ((8.7142251 50.113678, 8.7143486 50.1137223, 8.714332 50.1137413, 8.7146896 50.1138698, 8.7148551 50.1136803, 8.7148382 50.1136742, 8.7148793 50.1136272, 8.7144179 50.1134615, 8.7143871 50.1134504, 8.7141971 50.1136679, 8.7142251 50.113678), (8.7145041 50.1136662, 8.7145643 50.1135977, 8.7146717 50.1136365, 8.7146115 50.113705, 8.7145041 50.1136662))",,,,,,Frankfurt am Main,53,60314,Ferdinand-Happ-Straße,,,DE,,,,,,,,,,,,,,commercial,7,,,,,,"[[[2042969727, 5760599436, 10260853153, 10260853154, 2042969728, 10260853152, 10260853151, 2042969726, 3179122881, 2042969725, 2042969727], [3088616745, 3088616748, 3088616757, 3088616751, 3088616745]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,"[193783401, 304337365]",,
relation,4757509,"POLYGON ((8.657713 50.1064854, 8.6576484 50.1064597, 8.6575806 50.10653, 8.6575603 50.1065219, 8.6575714 50.1065105, 8.6575062 50.1064846, 8.657495 50.1064963, 8.6572602 50.106403, 8.657326 50.1063348, 8.6571725 50.1062739, 8.6571487 50.1062644, 8.6566888 50.1067407, 8.6567028 50.1067463, 8.656764 50.1067706, 8.6573292 50.1069951, 8.6573612 50.1070078, 8.6573899 50.106978, 8.6577805 50.1065736, 8.6578003 50.106553, 8.6578233 50.1065292, 8.657713 50.1064854), (8.6574452 50.106631, 8.657305 50.1067758, 8.6570384 50.1066696, 8.6571786 50.1065248, 8.6574452 50.106631))",,,ABG,,,Frankfurt am Main,107,60327,Niddastraße,,,,,,,,,,,,,,,,,commercial,6,,,,,,"[[[3595051891, 7927835556, 3265580006, 7927835554, 3048529821, 7927835552, 7927835557, 3387535669, 3265580003, 3380859293, 3387535671, 3434312154, 3434312155, 9883700367, 9883700365, 9883700364, 9883700366, 7927852903, 7927852904, 3434312160, 3595051891], [3434312159, 3434312163, 3434312165, 3434312162, 3434312159]]]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,"[300751358, 336389506]",,
relation,5366875,"POLYGON ((8.6339956 50.098759, 8.6340647 50.0987809, 8.6341446 50.098789, 8.634228 50.0987846, 8.6342976 50.0987636, 8.6343552 50.098732, 8.6343942 50.0986912, 8.6344104 50.0986392, 8.6344128 50.0986211, 8.6344134 50.09859, 8.6344044 50.0985622, 8.6343834 50.0985322, 8.6343432 50.0984995, 8.634318 50.0984818, 8.6342987 50.0984751, 8.6342397 50.0985336, 8.634273 50.098558, 8.6342964 50.0985849, 8.6342982 50.0986192, 8.6342874 50.09865, 8.6342502 50.0986808, 8.634204 50.0987004, 8.6341488 50.0987043, 8.634111 50.0986993, 8.6340857 50.0986931, 8.6340749 50.0986871, 8.6339956 50.098759))",,,,,,Frankfurt am Main,7,60326,Pfarrer-Perabo-Platz,,,,,,,,,,,,,,,,,commercial,,,,,,,"[[[3032187883, 3032187914, 3032187915, 3032187916, 3032187917, 3032187918, 3032187919, 3032187920, 3032187921, 3032187922, 3032187871], [3032236703, 3032236702, 3032236701, 3032236729, 3032236728, 3032236727, 3032236726, 3032236725, 3032236721, 3032236724, 3032236723, 3032236722, 3032236719, 3032236720, 3032236718], [3032187883, 3032236718], [3032236703, 3032187871]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,"[360475547, 299245185, 360475549, 360475550]",,
