element_type,osmid,barrier,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,contact:email,contact:fax,contact:phone,contact:website,isced:level,name,operator,operator:type,ref,wheelchair,alt_name,wikidata,addr:country,preschool,school:type,description,email,office,opening_hours,phone,website,grades,after_school,min_age,note,isced,nodes,name:etymology:wikidata,toilets:wheelchair,wikipedia,start_date,landuse,area,fence,name:en,religion,loc_name,short_name,wikipedia:de,addr:housename,building,building:levels,roof:levels,ref:AEFE,old_name,construction,wheelchair:description,alt,roof:shape,capacity,fee,image,name:fr,name:de,name:etymology,ways,type
way,540250037,,"POLYGON ((8.6742414 50.1472633, 8.674061 50.14767, 8.674936 50.1478458, 8.6751142 50.1478183, 8.6759678 50.14796, 8.6769759 50.148139, 8.6771942 50.14799, 8.677584 50.1477745, 8.677584 50.147607, 8.6774518 50.1475055, 8.6762556 50.1472827, 8.6762972 50.1471694, 8.6760628 50.1470387, 8.6760544 50.1470273, 8.675534 50.1467294, 8.6753624 50.1466524, 8.6754225 50.1463796, 8.6746772 50.1462591, 8.6745615 50.1465649, 8.6742414 50.1472633))",Frankfurt am Main,52,60433,Friedlebenstraße,school,mail@waldorfschule-frankfurt.de,+49 69 95294225,+49 69 953060,https://waldorfschule-frankfurt.de/,0;1;2A;3A,Freie Waldorfschule Frankfurt,Waldorfschulverein Frankfurt am Main e. V.,private,5118,,,Q56230298,,,,,,,,,,,,,,,"[30354689, 296107082, 1107542994, 5226947031, 6298685494, 6298685495, 6299924307, 6300869653, 6300869654, 5038158840, 5038158841, 319984322, 319984321, 1362121148, 5226947030, 5226944482, 110321011, 30354687, 5226944481, 30354689]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,560074816,,"POLYGON ((8.6862693 50.1683653, 8.6864787 50.1681437, 8.6866759 50.1681996, 8.6868596 50.1679848, 8.6870218 50.1673469, 8.6879892 50.1674621, 8.6877751 50.1682682, 8.6862693 50.1683653))",Frankfurt am Main,5,60435,In den Gräben,school,poststelle@berkersheimer-grundschule.frankfurt.schulverwaltung.hessen.de,+49 69 212-41108,+49 69 212-41005,https://berkersheimer-schule.de/,1,Berkersheimer Schule,Stadt Frankfurt am Main,public,,,,,DE,,elementary,,,,,,,,,,,,"[5401176277, 9768911988, 9768911987, 9768911989, 5401176278, 5401176280, 5401176281, 5401176277]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,595164808,,"POLYGON ((8.6102558 50.1396798, 8.6103274 50.1395992, 8.6105511 50.1393474, 8.6100725 50.139164, 8.6095971 50.1389773, 8.6093795 50.1392122, 8.6077247 50.1385552, 8.6074838 50.1389647, 8.6082776 50.1392757, 8.6076462 50.1399332, 8.6084624 50.1402591, 8.6094242 50.1406432, 8.6094879 50.1405271, 8.6095081 50.1405339, 8.6095309 50.1405404, 8.6095811 50.1404063, 8.6097967 50.1401875, 8.6102558 50.1396798))",Frankfurt am Main,1,60488,Muckermannstraße,school,,,,,3A,Gymnasium Nord (Westhausen),Stadt Frankfurt am Main,public,,,,,,,,,poststelle.gymnasium-nord@stadt-frankfurt.de,,,+49 69 21275399,https://www.gymnasium-nord.de/,,,,,,"[6318567013, 7158609897, 565584660, 565584661, 299278428, 299278430, 299278431, 565584435, 6509967835, 6318567011, 7158552469, 6318567014, 7158609894, 7158609899, 7158609895, 7158609898, 7158609900, 6318567013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608611425,,"POLYGON ((8.6084805 50.1080036, 8.6096449 50.1079606, 8.6095871 50.1073177, 8.609542 50.1073194, 8.6084227 50.1073608, 8.6084448 50.1076059, 8.6084805 50.1080036))",Frankfurt am Main,13c,60486,Am Römerhof,school,poststelle.gymnasium-roemerhof@stadt-frankfurt.de,+49 69 21232445,+49 69 21270638,https://gymnasium-roemerhof.de/,2A;3A,Gymnasium Römerhof,Stadt Frankfurt am Main,public,,,,,,,,,,,,,,,,,"Temporärer Standort in Containerbauweise, Ab Schuljahr 2018/2019",,"[5765692488, 5765692483, 5765692487, 8071765515, 5765692494, 8071805324, 5765692488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,617554412,,"POLYGON ((8.6392987 50.1292243, 8.6399018 50.1289327, 8.6397473 50.1288014, 8.6391324 50.1282786, 8.6385292 50.1285701, 8.6392987 50.1292243))",,,,,school,,,,,1,Johanna-Tesch-Schule,,,3132,,,,,,,,,,,,,,,,,,"[5837670486, 5837670383, 5837670382, 5837670384, 5837670485, 5837670486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,634377455,,"POLYGON ((8.7030529 50.133222, 8.7037999 50.1332118, 8.7037956 50.1330824, 8.7030486 50.1330926, 8.7030529 50.133222))",,,,,school,,,,,,Merianschule (ausgelagert),,,,,,,,,,,,,,,,,,,,,"[5986863770, 5986863769, 5986863768, 5986863771, 5986863770]",,,,,,,,,,,,,,container,,,,,,,,,,,,,,,,
way,678812936,,"POLYGON ((8.757624 50.1317163, 8.7569503 50.1325767, 8.7567003 50.132896, 8.7558427 50.1328204, 8.7562535 50.1323269, 8.7560402 50.1322497, 8.7566919 50.1314202, 8.757624 50.1317163))",Frankfurt am Main,4,60386,Orber Straße,school,Sekretariat@fcsf.de,+49 69 42000311,+49 69 4200030,https://fcsf.de/,1;2A;3A,Freie Christliche Schule Frankfurt,Freie Christliche Schule Frankfurt e.V.,religious,,,,,,,,,,,,,,,,,,,"[6355865805, 10231541448, 6355865804, 6355865803, 6355865802, 6355865801, 3184831974, 6355865805]",,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,
way,736961846,,"POLYGON ((8.6641693 50.1312525, 8.6657813 50.1313265, 8.6659585 50.1308377, 8.6653721 50.1307979, 8.6653088 50.1306882, 8.6652615 50.1306233, 8.6651874 50.1305412, 8.6650866 50.1304883, 8.6642315 50.130454, 8.6641693 50.1312525))",Frankfurt am Main,162,60323,Miquelallee,school,,,,,1,Holzhausenschule,Stadt Frankfurt,public,,,,,,,,,poststelle@holzhausenschule.frankfurt.schulverwaltung.hessen.de,,,,https://holzhausen.frankfurt.schule.hessen.de,1-4,,,,,"[6899722692, 6899722693, 315884587, 6899722690, 9979797570, 9979797568, 9979797569, 315884579, 7205130158, 6899722692]",,,,,,,,,all_confessions,,,,,,,,,,,,,,,,https://holzhausen.frankfurt.schule.hessen.de/photo-2020-04-28-12-03-12.jpg,,,,,
way,770561337,,"POLYGON ((8.6811284 50.1027232, 8.6814174 50.1021506, 8.6821306 50.102324, 8.6816107 50.1032797, 8.6815985 50.1032917, 8.6815844 50.1033031, 8.6815673 50.1033096, 8.6815441 50.1033139, 8.6815217 50.1033148, 8.6815046 50.1033131, 8.6814902 50.1033088, 8.6814757 50.1033019, 8.6814643 50.1032909, 8.6811284 50.1027232))",Frankfurt am Main,15,60594,Oppenheimer Landstraße,school,poststelle.textorschule@stadt-frankfurt.de,+49 69 212 39326,+49 69 212 41161,https://www.textorschule.de/,1,Textorschule,Stadt Frankfurt am Main,public,3151,,,,,,,,,,,,,,,,,,"[7192437281, 7192437280, 7192437279, 8563918703, 9848816505, 9848816506, 9848816507, 9848816508, 8563918702, 9848816509, 9848816510, 9848816511, 8563918704, 7192437281]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,770989262,fence,"POLYGON ((8.6403018 50.107562, 8.6403611 50.1069925, 8.6403807 50.1067438, 8.6411867 50.1067646, 8.6408812 50.1075784, 8.6405376 50.1075673, 8.6403018 50.107562))",Frankfurt am Main,2,60326,Stephensonstraße,school,email@grundschule-europaviertel.de,+49 69 212 34389,+49 69 212 70935,https://grundschule-europaviertel.de,,Grundschule Europaviertel,Stadt Frankfurt am Main,public,,,,,,,,,,,,,,,,,,,"[7196792972, 9360653081, 7196792971, 7196792969, 7196792968, 7531549231, 7196792972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,771797878,,"POLYGON ((8.6642315 50.130454, 8.6631825 50.1304176, 8.6629182 50.1304193, 8.6628556 50.1312104, 8.6641693 50.1312525, 8.6642315 50.130454))",Frankfurt am Main,160,60323,Miquelallee,school,Poststelle.Adorno-Gymnasium@stadt-frankfurt.de,+49 69 21275975,+49 69 21271917,adorno-gymnasium.de,2A;3A,Adorno-Gymnasium,,public,,,,,,,secondary,,,,,,adorno-gymnasium.de,,,,,,"[7205130158, 2637722064, 9238696380, 6899722691, 6899722692, 7205130158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783292634,,"POLYGON ((8.6411901 50.116758, 8.6411301 50.1164016, 8.6411053 50.1162539, 8.6418234 50.1161927, 8.6419125 50.1167065, 8.6411901 50.116758))",Frankfurt am Main,1a,60486,Voltastraße,school,poststelle.neue-gymnasiale-oberstufe@stadt-frankfurt.de,+49 69 21244766,+49 69 21244355,https://www.ngo-ffm.de/,3A,Toni-Sender-Oberstufe,Stadt Frankfurt am Main,public,,,,,,,,,,,,,,,,,,,"[7315115400, 3244868477, 7315115399, 7315115398, 7315115397, 7315115400]",,,,,,,,,,NGO,TSO,,,,,,,Neue Gymnasiale Oberstufe,,,,,,,,,,,,
way,783292635,,"POLYGON ((8.6630107 50.1377443, 8.6623737 50.1371666, 8.6607933 50.1371525, 8.660818 50.1378999, 8.6614913 50.1379179, 8.6618748 50.1382626, 8.6630107 50.1377443))",Frankfurt am Main,75,60431,Platenstraße,school,poststelle@astrid-lindgren-schule.frankfurt.schulverwaltung.hessen.de,+49 69 21245660,+49 69 21245662,http://gs-platenstrasse.frankfurt.schule.hessen.de/,1,Astrid-Lindgren-Schule,,public,4301,yes,,,DE,,elementary,,,,,,,,,,,,"[7315115406, 7315115405, 8614534173, 7315115403, 7315115402, 7315115401, 7315115406]",Q55767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783900186,,"POLYGON ((8.4953955 50.0941277, 8.4944808 50.0932502, 8.4954652 50.0928854, 8.4964254 50.0938077, 8.4953955 50.0941277))",Frankfurt am Main,103,65931,West-Höchster Straße,school,poststelle.kaethe-kollwitz-schule@stadt-frankfurt.de,+49 69 21245174,+49 69 21245188,http://kks-frankfurt.de/,1,Käthe-Kollwitz-Schule,Stadt Frankfurt am Main,public,3115,limited,,,,,,,,,,,,,,,,,"[7322084252, 7322084251, 7322084250, 7322084249, 7322084252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,802798703,,"POLYGON ((8.6431247 50.0913045, 8.6418751 50.0907239, 8.6419242 50.0906319, 8.642254 50.0906702, 8.642528 50.0906387, 8.6427414 50.0905632, 8.6429345 50.0904329, 8.6431033 50.0903168, 8.6440015 50.0904461, 8.6437535 50.090605, 8.6436308 50.0908546, 8.6434947 50.0908455, 8.643477 50.0909104, 8.6433205 50.0909077, 8.6431247 50.0913045))",Frankfurt am Main,45,60528,Mainfeldstraße,school,poststelle.kgs-niederrad@stadt-frankfurt.de,+49 69 212 42944,+49 69 212 44744,,,KGS Niederrad Standort Mainfeld,Stadt Frankfurt am Main,public,,,,,,,,,,,,,http://kgs-niederrad.de/,,,,,2A,"[7509533257, 7509533256, 9987632996, 9987632997, 9987632998, 7509533255, 9987632999, 7509533254, 7509533253, 9987633004, 9987633003, 9987633002, 9987633001, 9987633000, 7509533257]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,882334181,fence,"POLYGON ((8.6165893 50.1755127, 8.6173108 50.1761019, 8.6171463 50.1761356, 8.6170186 50.1761528, 8.6169413 50.1761584, 8.6168218 50.1761605, 8.6166732 50.1761482, 8.6165482 50.1761345, 8.616387 50.1761061, 8.6162581 50.1760952, 8.6162088 50.1760889, 8.6161606 50.1760639, 8.6161331 50.1760394, 8.6160854 50.176, 8.6160334 50.1759776, 8.6159763 50.1759519, 8.6159511 50.1759347, 8.6159363 50.175901, 8.6158842 50.1756756, 8.6165893 50.1755127))",Frankfurt am Main,11,60438,Carl-Hermann-Rudloff-Allee,school,poststelle.judith-kerr-schule@stadt-frankfurt.de,+49 69 212 41415,+49 69 212 45432,https://judithkerrschule.de,,Judith-Kerr-Schule,Stadt Frankfurt am Main,public,,,,,,,,,,,,,https://judithkerrschule.de,1,,,Laut Schulwegweiser der Stadt Frankfurt seit Schuljahresbeginn 2022/23 von der Hans-Leistikow-Straße 22 in die Carl-Hermann-Rudloff-Allee 11 umgezogen.,,"[8205472695, 8205472696, 8205472570, 8205472569, 8205472796, 8205472568, 8205472567, 8205472566, 8205472565, 8205472564, 8205472563, 8205472562, 8205472561, 8205472560, 8205472559, 8205472558, 8205472557, 8205472556, 8205472694, 8205472695]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,895957321,,"POLYGON ((8.6240345 50.1598076, 8.6254678 50.1598004, 8.6254987 50.1606703, 8.6251213 50.1606767, 8.6240345 50.1598076))",Frankfurt am Main,17a,60439,Hammarskjöldring,school,poststelle.ernst-reuter-schule-I@stadt-frankfurt.de,+49 69 21232001,+49 69 21232000,https://www.ernst-reuter-schule1.de,2A,Ernst-Reuter-Schule 1,Stadt Frankfurt am Main,public,6059,yes,Ernst-Reuter-Schule I,,DE,,,,,,,,,,,,,,"[30844638, 8328284598, 2636048685, 8328284599, 30844638]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
way,946975153,,"POLYGON ((8.6195497 50.1817492, 8.6193267 50.1820699, 8.6194651 50.1822934, 8.619929 50.1824255, 8.6203215 50.1818607, 8.6197732 50.1817045, 8.6197103 50.181795, 8.6196636 50.1817816, 8.6195497 50.1817492))",Frankfurt am Main,22,60438,Hans-Leistikow-Straße,school,poststelle.judith-kerr-schule@stadt-frankfurt.de,+49 69 212 41415,+49 69 212 45432,,1,Judith-Kerr-Schule,Stadt Frankfurt am Main,public,,,,,,,,,,,,+49 69 21245432,https://judithkerrschule.de,,,,,,"[10716678450, 8765725661, 8765725660, 8765725659, 8765725658, 10716678452, 10716678453, 10716678451, 10716678450]",Q215820,,,,education,,,,,,,,,,,,,,,,,,,,,,,Judith Kerr,,
way,957390353,,"POLYGON ((8.6741662 50.1414088, 8.6742584 50.1411546, 8.6749205 50.1412436, 8.6756017 50.1413855, 8.6756328 50.1415418, 8.6757647 50.1417246, 8.6756017 50.1423284, 8.675188 50.1422781, 8.673403 50.1420638, 8.6735655 50.1416267, 8.6736727 50.1413307, 8.6741662 50.1414088))",Frankfurt am Main,8,60320,Mierendorffstraße,school,post@heinrich-selinger-schule.de,+49 69 21232733,+49 69 21235332,http://heinrich-seliger-schule.de/,1,Heinrich-Seliger-Schule,Stadt Frankfurt am Main,public,3159,,,,,,,,,,,,,,,,,,"[8858902292, 8858902293, 8858902300, 8858902295, 8858902294, 382033826, 1839474810, 30763997, 30763996, 10006677337, 8858902299, 8858902292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,990225975,,"POLYGON ((8.5607966 50.1188212, 8.560541 50.1191421, 8.5604498 50.1191128, 8.5599938 50.1196563, 8.5595799 50.1199121, 8.5601819 50.1203804, 8.5619066 50.1195123, 8.5612697 50.119085, 8.5607966 50.1188212))",Frankfurt am Main,62,65936,Schaumburger Straße,school,poststelle.henri-dunant-schule@stadt-frankfurt.de,+49 69 21275684,+49 69 21275175,https://www.henri-dunant-grundschule.de/,1,Henri-Dunant-Schule,Stadt Frankfurt am Main,public,4179,,,,,,,,,,,,,,,,,,"[9150619347, 9150619348, 9150619349, 9150619350, 9150619351, 313374795, 313374796, 268918222, 9150619347]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1000941320,,"POLYGON ((8.6723623 50.1288787, 8.6711928 50.1286801, 8.6716327 50.1280103, 8.6718017 50.1280421, 8.6719505 50.1277619, 8.6720203 50.1277249, 8.6726184 50.1281083, 8.6726587 50.1281745, 8.6723623 50.1288787))",Frankfurt am Main,25,60323,Bremer Straße,school,,,,,,Holzhausenschule (im Umbau),Stadt Frankfurt,grundschule,3113,,,Q66458804,,,,,poststelle@holzhausenschule.frankfurt.schulverwaltung.hessen.de,,,,https://holzhausen.frankfurt.schule.hessen.de,1-4,,,,,"[9239291320, 9239291319, 9239291318, 9239291317, 9239285816, 9239285815, 9239285814, 9239285813, 9239291320]",,,,,,,,,all_confessions,,,,,,,,,,,,,,,,https://holzhausen.frankfurt.schule.hessen.de/photo-2020-04-28-12-03-12.jpg,,,,,
way,1034643776,,"POLYGON ((8.6467179 50.1249259, 8.6474181 50.1245476, 8.6471256 50.1243432, 8.6469326 50.1244366, 8.6466039 50.1242015, 8.6461161 50.1244795, 8.6467179 50.1249259))",Frankfurt am Main,60,60487,Falkstraße,school,,,,,2A,Johanna-Tesch-Schule,Stadt Frankfurt am Main,public,,,,,DE,,,,,,,+49 69 21241134,https://www.johanna-tesch-schule.de/,,,,,,"[9531135293, 9531135292, 9985950498, 9985950499, 9531135291, 9018139416, 9531135293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062913961,,"POLYGON ((8.6540854 50.1170622, 8.6541351 50.1173309, 8.6541566 50.1174488, 8.6541655 50.1174975, 8.6539362 50.1175155, 8.653976 50.1177284, 8.653505 50.11782, 8.6532314 50.117224, 8.653779 50.1171202, 8.6539398 50.1170897, 8.6540854 50.1170622))",Frankfurt am Main,20-22,60325,Senckenberganlage,school,office@ibms-frankfurt.com,,+49 69 745646,https://www.ibms-frankfurt.com/,0;1,International Bilingual Montessori School,International Bilingual Montessori School e.V.,private,4293,,,,,,,,,,,,,,,,,,"[9764225953, 2764467496, 9862427767, 9764225952, 9764225951, 9764225950, 9764225949, 9764225948, 9862427822, 9862427823, 9764225953]",,,,,,,,,,,ibms,,,,,,,,,,,,,,,,,,,
way,1086626227,,"POLYGON ((8.6750405 50.1190397, 8.6762344 50.1190818, 8.6762556 50.1184772, 8.6761869 50.1184578, 8.6761113 50.1184365, 8.6762436 50.118244, 8.6761964 50.1181997, 8.6761094 50.1182495, 8.6761134 50.1182795, 8.6759047 50.1183774, 8.6758832 50.1183619, 8.6758022 50.1184018, 8.6756932 50.1183093, 8.675583 50.1183653, 8.6755371 50.1183335, 8.6753775 50.1183783, 8.6752179 50.1183611, 8.6748129 50.1181544, 8.6746221 50.1182979, 8.6750221 50.1186087, 8.675065 50.1186896, 8.6750405 50.1190397))",Frankfurt am Main,29,60322,Gärtnerweg,school,info@anna-schmidt-schule.de,+49 69 5962111,+49 69 9550050,https://www.anna-schmidt-schule.de,2A;3A,Anna-Schmidt-Schule,,private,,,,Q559116,,,,,,,,,,,,,,,"[9956460446, 9956460443, 3874459702, 3874459700, 3874459697, 3874459676, 3874459671, 3874459677, 3874459681, 3874459692, 3874459691, 3874459694, 3874459685, 9956460453, 9956460448, 9956460452, 9956460449, 9956460444, 9956460445, 9956460450, 9956460451, 9956460446]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1086975349,,"POLYGON ((8.6436207 50.1158651, 8.64368 50.1154412, 8.6438574 50.11545, 8.6444386 50.1154084, 8.644432 50.1154547, 8.6444113 50.1156008, 8.6449964 50.1161416, 8.6446724 50.1162857, 8.644277 50.1158996, 8.6442206 50.1159264, 8.6439447 50.1158985, 8.6436207 50.1158651))",Frankfurt am Main,45,60486,Hamburger Allee,school,study@europeanschoolofdesign.eu,,+49 69 70795921,www.europeanschoolofdesign.eu,3A,European School of Design,WiTha School of Design GmbH,private,,,,,,,,,,,,,,,,,,,"[331231229, 331231232, 331231235, 331231242, 2742693672, 9959324578, 331231192, 331231240, 619213864, 2742693747, 9959324581, 331231229]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1089468401,,"POLYGON ((8.6610378 50.1142072, 8.6604569 50.1139968, 8.660671 50.1137391, 8.6612783 50.1138921, 8.6611308 50.1141352, 8.6610378 50.1142072))",Frankfurt am Main,45-47,60325,Westendstraße,school,lichtigfeld-schule@jg-ffm.de,,+49 69 768036550,https://lichtigfeld-schule.de,1,I. E. Lichtigfeld-Schule (Grundschule),Jüdische Gemeinde Frankfurt am Main,private,,,Isaak-Emil-Lichtigfeld-Schule,,,,,,,,,,,,,,,,"[9979884613, 9979884614, 9979884615, 9979884616, 9979905417, 9979884613]",,,,,,,,,jewish,,,,,,,,,,,,,,,,,,,,,
way,1111845051,,"POLYGON ((8.5428476 50.0974734, 8.5445204 50.0979577, 8.5445355 50.097978, 8.5445314 50.0979973, 8.5442967 50.0983301, 8.5436942 50.0981646, 8.5435446 50.0981655, 8.5429815 50.0980128, 8.5430213 50.0979549, 8.5425955 50.0978295, 8.5428476 50.0974734))",,,,,school,buero@paul-ehrlich-schule.de,+49 69 21245765,+49 69 21245506,https://www.paul-ehrlich-schule.de/,3B,Paul-Ehrlich-Schule,Stadt Frankfurt am Main,public,6268,limited,,,,,,,,,,,,,,,,,"[69358264, 10171999001, 10171999000, 10171998999, 10171998998, 10171998997, 10171998996, 10171998995, 69358271, 69358272, 69358264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1138623867,,"POLYGON ((8.6448331 50.0851288, 8.644902 50.0849695, 8.6447125 50.0849236, 8.6449322 50.0845764, 8.6453883 50.084698, 8.6452801 50.0848752, 8.6452043 50.0849992, 8.6451188 50.0851391, 8.6448331 50.0851288))",,,,,school,,,,,,KGS-Niederrad Standort Goldsteinstraße,Stadt Frankfurt am Main,public,,,,,,,,,,,,,,,,,,,"[10613809311, 10613809312, 10613809313, 10613809314, 10613809315, 1360650166, 1360650252, 10613809316, 10613809311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1139148221,,"POLYGON ((8.6803324 50.1257921, 8.6811063 50.1257973, 8.6810808 50.1255411, 8.6804143 50.1254422, 8.6803324 50.1257921))",Frankfurt am Main,3-9,60322,Fürstenbergerstraße,school,frankfurt@phorms.de,+49 69 17392574,+49 69 17392550,https://frankfurt.phorms.de/,1,Phorms Schule Frankfurt,PHORMS Hessen GmbH,private,4383,yes,,,,,,,,,,,,,,,,,"[10617692178, 10617692177, 10617692176, 10617692175, 10617692178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1144039413,,"POLYGON ((8.6963882 50.1741471, 8.6966021 50.1740556, 8.6966621 50.1740303, 8.6964431 50.173814, 8.6964089 50.1738293, 8.6963308 50.1737831, 8.6960945 50.1735469, 8.6960395 50.1735727, 8.6960664 50.1735966, 8.6959516 50.1736496, 8.6959246 50.1736256, 8.6958963 50.1736416, 8.6958795 50.1736543, 8.6958688 50.1736689, 8.6958618 50.1736835, 8.6958561 50.1737002, 8.6958562 50.1737096, 8.6958259 50.1737898, 8.6959275 50.1740569, 8.6962108 50.1739581, 8.6963882 50.1741471))",,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10649446206, 10649417771, 10649446205, 10649417804, 10649417803, 10649417802, 10649417801, 10649417800, 2466529492, 2466529520, 10649417799, 10649417798, 10649417797, 10649417796, 10649417795, 10649417794, 10649417793, 10649417792, 10649417791, 10649417790, 10649446206]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,9237296,,"MULTIPOLYGON (((8.6902039 50.1479286, 8.691803 50.1482265, 8.6917615 50.1477961, 8.6903957 50.1475555, 8.6902039 50.1479286)), ((8.6907791 50.1487788, 8.6909407 50.1484308, 8.6906491 50.1483723, 8.6907681 50.1481121, 8.6903582 50.1480296, 8.6902844 50.1480158, 8.6901603 50.1479925, 8.6898729 50.1485598, 8.6898613 50.1485816, 8.6907791 50.1487788)))",Frankfurt am Main,10,60435,Theobald-Ziegler-Straße,school,poststelle.theobald-ziegler-schule@stadt-frankfurt.de,+49 69 21230706,+49 69 21238755,http://theobald-ziegler-schule.de/,1,Theobald-Ziegler-Schule,Stadt Frankfurt am Main,public,3152,no,,,,,,,,,,,,,,,,,"[[[384780083, 384780084, 7324852550, 384780085, 6709716670, 1761903588, 384780087, 384780088, 384780086, 384780083], [31933898, 31933906, 31933916, 31933931, 31933898]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[33635042, 4899942]",multipolygon
relation,10888686,,"MULTIPOLYGON (((8.5129672 50.0792805, 8.514141 50.0795387, 8.5143938 50.0790268, 8.5142614 50.0790016, 8.5140236 50.0790249, 8.5139971 50.0788454, 8.5138681 50.0787889, 8.5138787 50.0787625, 8.5132703 50.0786479, 8.5129672 50.0792805)), ((8.5142983 50.0794463, 8.514782 50.079541, 8.5149163 50.0792587, 8.5144326 50.079164, 8.5142983 50.0794463)))",Frankfurt am Main,5,65931,Herbert-von-Meister-Straße,school,Poststelle.Meisterschule@stadt-frankfurt.de,+49 69 21245518,+49 69 21245523,http://www.meister-schule.com/,1;2A,Meisterschule,Stadt Frankfurt am Main,public,3100,,,,,,,,,,,,,,,,,,"[[[2349693583, 2349693604, 2349693556, 2349693554, 9990223517, 1722685150, 9990223518, 2349693543, 2349693528, 2349693583], [7322084254, 2349693603, 2349693576, 7322084253, 7322084254]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[226113335, 783900187]",multipolygon
relation,10888687,,"MULTIPOLYGON (((8.7054777 50.1319233, 8.7054772 50.1315154, 8.7050306 50.1315096, 8.7048524 50.1315123, 8.7048512 50.131925, 8.7054777 50.1319233)), ((8.7057997 50.1313838, 8.7066103 50.131282, 8.7065836 50.1311927, 8.7065762 50.1311674, 8.7065686 50.1311414, 8.7065554 50.1310968, 8.7065215 50.130981, 8.706516 50.1309634, 8.7065069 50.1309321, 8.7062111 50.1308008, 8.7060642 50.1308202, 8.7059047 50.1307385, 8.7057046 50.1309028, 8.7056884 50.1309201, 8.705679 50.1309379, 8.7056743 50.1309564, 8.7056803 50.1309828, 8.7057997 50.1313838)))",Frankfurt am Main,24,60389,Usinger Straße,school,poststelle.louise-von-rothschild-schule@stadt-frankfurt.de,+49 69 21234431,+49 69 21235341,http://www.louise-von-rothschild-schule-frankfurt.de/,2A,Louise-von-Rothschild-Schule,Stadt Frankfurt am Main,public,5007,limited,,,DE,,,,,,,,,,,,,,"[[[1659087318, 1659087319, 1659087270, 10202330775, 1659087266, 1659087318], [1658014361, 9820862426, 9820862425, 9820862424, 9820862423, 1658014355, 1658014351, 1658014353, 1658014352, 1658014357, 9820862387, 9820862390, 9820862402, 9820862399, 9820862396, 1280482492, 1280482362, 1658014361]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[153194822, 153050086]",multipolygon
relation,14532848,,"POLYGON ((8.549749 50.1082332, 8.5491919 50.1079629, 8.5489 50.1082104, 8.5494572 50.1084806, 8.549749 50.1082332), (8.5493161 50.1081884, 8.5494892 50.1082716, 8.5494359 50.1083173, 8.5492628 50.1082341, 8.5493161 50.1081884))",,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[[9994924726, 9994924727, 9994924728, 9994924729, 9994924726], [9994924730, 9994924731, 9994924732, 9994924733, 9994924730]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1091254158, 1091254159]",multipolygon
