element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,contact:phone,cuisine,level,name,old_name,opening_hours,operator,outdoor_seating,smoking,strapline,toilets,geometry,contact:email,contact:fax,contact:website,diet:vegetarian,indoor_seating,stars,tenant,wheelchair,wikidata,opening_hours:kitchen,wheelchair:description,alt_name,brewery,brand,brand:wikidata,brand:wikipedia,lastcheck,phone,website,diet:vegan,email,delivery,payment:cash,payment:credit_cards,payment:debit_cards,start_date,takeaway,toilets:wheelchair,website:menu,contact:facebook,contact:instagram,diet:halal,organic,short_name,description,fixme,microbrewery,name:etymology:wikidata,opening_hours:covid19,brewery:wikidata,brewery:schwarzbier,brewery:weizen,payment:girocard,payment:mastercard,payment:visa,reservation,check_date:opening_hours,addr:floor,contact:tripadvisor,internet_access,surveillance,opening_hours:signed,capacity,source,culture,addr:suburb,highchair,payment:maestro,payment:v_pay,air_conditioning,payment:edenred_ticket,payment:vpay,note,name:fr,vacant,diet:lacto_vegetarian,surveillance:type,payment:girocard_contactless,payment:mastercard_contactless,payment:visa_electron,addr:neighbourhood,payment:sodexo,terrace,dispensing,name:ja,opening_hours:note,pub,check_date,delivery:partner,ref:vatin,contact:whatsapp,mobile_phone:repair,disused:amenity,disused:opening_hours:signed,disused:outdoor_seating,disused:wheelchair,building,internet_access:fee,bar,contact:takeaway,delivery:description,payment:ep_geldkarte,description:covid19,toilets:access,description:delivery,fax,wheelchair:step_height,description:payment,operator:wikidata,payment:account_cards,reusable_packaging:accept,reusable_packaging:network,reusable_packaging:offer,safety:hand_sanitizer:covid19,safety:mask:covid19,takeaway:covid19,university,drink:cola,drink:soft_drink,url,contact:mobile,note:de,ice_cream,barrier,height,leaf_cycle,leaf_type,tourism,payment:mensa_card,internet_access:captive_portal,internet_access:password,internet_access:ssid,drink:beer,drink:coffee,drink:lemonade,drink:liquor,drink:milk,drink:soda,drink:tea,drink:wine,indoor,nodes,building:part,roof:orientation,roof:shape,building:colour,building:levels,historic,roof:levels,wikimedia_commons,wikipedia,payment:jcb,image,payment:alipay,payment:american_express,payment:apple_pay,payment:diners_club,payment:discover_card,payment:google_pay,payment:unionpay,payment:visa_contactless,atm,addr:housename,location
node,10114808335,,,,,,restaurant,,,-1,Mensa Campus Rotenbühl,,,Studierendenwerk Saarland,terrace,,,,POINT (7.0152198 49.2434794),,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,https://mensaar.de/#/menu/htwcrb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q64956491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10138422829,,,,,,restaurant,,pizza;pasta;italian;salad,0,Il Giardino,,"Mo,We-Su 11:30-14:30,17:30-22:30; Tu closed ""Außer an Feiertagen """,,yes,,Ristorante • Pizzeria,,POINT (6.9913571 49.2476969),,,,,,,,limited,,,1 Stufe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10289851523,,,,,,restaurant,,,0,Globus Restaurant,,,,,,,,POINT (7.0259137 49.2092193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10713027230,,,,,,restaurant,,cafeteria,6,casino,,"Mo-Fr 07:00-10:00, 10:30-14:30",DB Gastronomie GmbH,,,,,POINT (6.9914433 49.2407188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10858958237,,,,,,restaurant,,,0,El Carnicero,,"PH,Tu-Fr,Su 11:30-14:30,17:30-23:00; Sa 17:30-24:00; Mo closed",,,,,,POINT (6.9236217 49.2318357),,,,,,,,no,,"PH,Tu-Fr,Su 11:30-14:00,17:30-22:00; Sa 17:30-23:00; Mo closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10927820274,,,,,,restaurant,,,,Da Giovanni,,,,,,Ristorante • Pizzeria,,POINT (6.8974461 49.2290748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30958520,,,,,,restaurant,,,,Waldhaus,,,,yes,,Restaurant Biergarten,,"POLYGON ((7.0202669 49.2462827, 7.0203059 49.2462241, 7.0201495 49.2461797, 7.0202147 49.2460818, 7.0204783 49.2461567, 7.0204434 49.2462122, 7.0205047 49.246231, 7.0204382 49.2463311, 7.0202669 49.2462827))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[344240727, 1205569508, 344240728, 344240729, 344240730, 1205569512, 1205569506, 1205569513, 344240727]",,,,,,,,,,,,,,,,,,,,,,
way,83530180,Saarbrücken,DE,24,66128,Hauptstraße,restaurant,+49 681 9704142,french;german;regional,,Schnabels Restaurant,,"Tu-Fr 11:30-14:30,18:00-22:00; Sa 18:00-22:00; PH,Mo closed",,,,,,"POLYGON ((6.9382559 49.2369431, 6.9383662 49.2369245, 6.938377 49.2369494, 6.9383811 49.2369601, 6.9382716 49.2369794, 6.9382993 49.2370432, 6.9384137 49.2370226, 6.938544 49.2369986, 6.938465 49.2368199, 6.9383447 49.2368388, 6.9382194 49.2368589, 6.9382559 49.2369431))",info@schnabels-restaurant.de,+49 681 9704144,https://schnabels-restaurant.de,,,,Jürgen Schnabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[972640264, 972640323, 9832053863, 9832053867, 9832053866, 972640356, 9832053865, 972640277, 972640282, 9795167002, 972640242, 972640264]",,,,,,,,,,,,,,,,,,,,,,
way,87282639,,,,,,restaurant,,italian,,Pizzaservice Italia,,,,,,,,"POLYGON ((6.8935436 49.2320046, 6.8936636 49.2319205, 6.8935798 49.2318695, 6.8934598 49.2319536, 6.8935436 49.2320046))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1014854899, 1014855293, 1014854635, 1014855073, 1014854899]",,,,,,,,,,,,,,,,,,,,,,
way,87489101,,,7 a,66128,Am Sprinkshaus,restaurant,,italian,,Pizzaservice Tano,,"Mo-Sa 17:30-21:30; PH,Su closed",,yes,,,,"POLYGON ((6.9186653 49.2229609, 6.9187091 49.2229687, 6.918819 49.2229884, 6.9188651 49.2228795, 6.9187529 49.2228593, 6.9187114 49.2228519, 6.9186653 49.2229609))",,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1017633793, 9981563278, 1017633791, 1017633940, 9981563311, 1017633695, 1017633793]",,,,,,,,,,,,,,,,,,,,,,
way,89082256,Saarbrücken,,63,66119,Im Almet,restaurant,+49 681 8579266,flammkuchen,,Flammkuchenhaus,,Tu-Sa 16:00-23:00; Su 11:30-22:00; Apr-Oct Sa 14:00-23:00,Ralph Walther,yes,outside,,,"POLYGON ((6.994539 49.2085889, 6.9947973 49.2086671, 6.994914 49.2085027, 6.9948744 49.2084907, 6.9948887 49.2084707, 6.9946698 49.2084044, 6.994539 49.2085889))",info@dasflammkuchenhaus.de,,http://www.dasflammkuchenhaus.de,,,,,,,,,,,,,,,,,,,no,,no,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1033574154, 364067985, 1033574163, 9989180507, 9989180478, 1033574176, 1033574154]",,,,,,,,,,,,,,,,,,,,,,
way,89723427,Saarbrücken,DE,23,66121,Kaiserstraße,restaurant,+49 681 8317002,asian,0,Tian Tan,,"Mo-Fr 11:00-14:30,17:00-22:00; PH,Sa-Su 17:00-22:00",,,,,,"POLYGON ((7.0397391 49.2256155, 7.0396178 49.2256243, 7.0396298 49.2256946, 7.039751 49.2256859, 7.0397493 49.2256761, 7.0397478 49.2256673, 7.0397391 49.2256155))",,,,,,,,limited,,,1 Stufe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1039787691, 4536304529, 9517550700, 7003237314, 1039787724, 7003237306, 1039787691]",,,,,,,,,,,,,,,,,,,,,,
way,89725021,Saarbrücken,,177,66133,Kaiserstraße,restaurant,,italian;german,0,Spitzweg-Stube,,"Mo-Fr 16:00+; PH,Sa-Su 10:00+",,yes,,,,"POLYGON ((7.0639214 49.250854, 7.0638044 49.2507817, 7.0636643 49.2508785, 7.0637813 49.2509507, 7.0639214 49.250854))",,,,,yes,,,no,,,,,,,,,,+49 681 812193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1039801437, 1039801300, 1039801127, 1039801472, 1039801437]",,,,,,,,,,,,,,,,,,,,,,
way,89831436,Saarbrücken,,35,66121,Straße des 13. Januar,restaurant,,german,0,Schlachthof Brasserie,,,,no,,,,"POLYGON ((7.0151573 49.2252228, 7.0150683 49.2251215, 7.0149902 49.225037, 7.0149332 49.2250567, 7.0148576 49.2250847, 7.014915 49.2251501, 7.0150229 49.2252731, 7.0151573 49.2252228))",,,,,yes,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1041293155, 7538939730, 1041293032, 1403203851, 1041293100, 10263466225, 1041293015, 1041293155]",,,,,,,,,,,,,,,,,,,,,,
way,92867501,Saarbrücken,,31,66119,Brühlstraße,restaurant,,mediterranean,0,Café Zucker und Zimt,,Th-Sa 15:00-22:00; Su 13:00-19:00,,,no,,,"POLYGON ((7.0156127 49.2195933, 7.0156334 49.219574, 7.0156601 49.2195844, 7.0157305 49.2195392, 7.0156754 49.2195131, 7.0155897 49.2194826, 7.0155542 49.2195211, 7.0155187 49.2195595, 7.0156127 49.2195933))",,,,,,,,no,,,,,,,,,,+49 681 9850247,http://www.cafe-zuckerundzimt.de/,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1076832200, 9943742081, 5730491508, 5730491507, 1076831670, 1076835270, 8281586812, 1076834558, 1076832200]",,,,,,,,,,,,,,,,,,,,,,
way,93565277,Saarbrücken,DE,161,66119,Im Almet,restaurant,+49 681 59097697,german,,Erbeldinger Hof,,"We-Fr 12:00-14:00,17:00-21:00; Sa 12:00-21:00; PH,Su 11:30-21:00; Mo,Tu off",Yannik Rahner und Gloria Pollmer,yes,outside,Das Landgasthaus,yes,"POLYGON ((6.9832001 49.2094987, 6.9832288 49.2095065, 6.9834625 49.2095666, 6.983489 49.2095206, 6.9835268 49.2094558, 6.9835812 49.2093706, 6.9836688 49.2093932, 6.9837002 49.2093414, 6.9836016 49.209316, 6.9835943 49.2093281, 6.9835041 49.2093047, 6.9834408 49.2094094, 6.9832794 49.2093677, 6.9832001 49.2094987))",info@das-landgasthaus.de,,http://www.das-landgasthaus.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1085289740, 10023031340, 1085289743, 8347222557, 7312857057, 5750127258, 5750127259, 5750127260, 5750127261, 5750127257, 5750127256, 5750127255, 1085289735, 1085289740]",,,,,,,,,,,,,,,,,,,,,,
way,95700563,Saarbrücken,,71,66132,Geisberg,restaurant,,italian,,Mamma Mia,,,,,,,,"POLYGON ((7.0530369 49.2254405, 7.053143 49.2254129, 7.0531191 49.2253737, 7.0531038 49.2253777, 7.0530586 49.2253034, 7.0529102 49.2253435, 7.0529653 49.2254291, 7.0530211 49.2254143, 7.0530369 49.2254405))",,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1109489571, 1109499596, 1109493494, 1109495287, 1109492482, 1109497889, 1109488825, 1109493784, 1109489571]",,,,,,,,,,,,,,,,,,,,,,
way,112765805,Saarbrücken,DE,200,66128,Hauptstraße,restaurant,,german,,Turnerheim Ottenhausen,,,,,,,,"POLYGON ((6.9148027 49.240092, 6.9149052 49.2400793, 6.915052 49.2400605, 6.9149704 49.2397888, 6.9147196 49.2398209, 6.9147415 49.2398887, 6.9147744 49.2400039, 6.9148027 49.240092))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1037340454, 1281092181, 1037340330, 1037340209, 1037339827, 1037340301, 1037339911, 1037340454]",,,,,,,,,,,,,,,,,,,,,,
way,116929513,Saarbrücken,DE,43A,66117,Gersweilerstraße,restaurant,,,,Quack - Weismüller,,,,,,,,"POLYGON ((6.9661196 49.2322599, 6.9661253 49.2323813, 6.9663011 49.232377, 6.9662954 49.2322556, 6.9661196 49.2322599))",,,,,,,,,Q99978065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1317119889, 1317119891, 1317119892, 1317119890, 1317119889]",,,,,,,,,,,,,,,,,,,,,,
way,125314590,Saarbrücken,,1,66121,Am Halberg,restaurant,,international,,Das Brockenhaus,,"11:00-14:30,17:30-23:00",,,,Ristorante Pizzeria,,"POLYGON ((7.0386892 49.2254082, 7.038965 49.2253878, 7.0390978 49.2253779, 7.0390358 49.2250724, 7.0386346 49.2251061, 7.0386384 49.2251253, 7.0386892 49.2254082))",,,,,,,,limited,,,,,,,,,,+49 681 83905656,http://restaurant-brockenhaus.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1015653860, 9048995298, 1015653799, 1015653901, 1015653834, 9045525216, 1015653860]",yes,across,gabled,,,,,,,,,,,,,,,,,,,
way,125852164,Saarbrücken,DE,26a,66128,Krughütter Straße,restaurant,+49 681 98917471,,,Schwanenkönig,,"We-Sa 17:00+; PH,Su 11:00+; Mo-Tu off || ""Veranstaltungen auf Anfrage auch außerhalb der Öffnungszeiten""",,yes,outside,,,"POLYGON ((6.9272358 49.234837, 6.9273035 49.2348793, 6.9272353 49.2349155, 6.9272783 49.2349433, 6.9274507 49.2348664, 6.9275001 49.2348297, 6.9273924 49.2347593, 6.9273724 49.2347682, 6.9273039 49.2348012, 6.9272848 49.2348117, 6.9272358 49.234837))",,,https://www.schwanenkönig.de/,,,,,yes,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1396729727, 1396729730, 1396729731, 1396729744, 1396729728, 1396729726, 1396729725, 6697890977, 9773892664, 9773892641, 1396729727]",,,,,,,,,,,,,,,,,,,,,,
way,127479291,Saarbrücken,DE,8,66111,St. Johanner Markt,restaurant,+49 681 30589,chicken;fish;german;pasta,0;1,Tante Maja,,"Mo-Th 09:00-01:00, Fr,Sa 09:00+, Su 10:00-01:00",,pedestrian_zone,,,yes,"POLYGON ((6.9962707 49.2329481, 6.9962631 49.2329441, 6.9962163 49.23292, 6.9962091 49.2329159, 6.9961428 49.2328798, 6.9960927 49.2329081, 6.9960683 49.2329218, 6.996206 49.2330013, 6.9962707 49.2329481))",,,https://tantemaja.de/,,yes,,,limited,Q22694281,,Nur Zugang zum EG = Bar möglich oder Außenbereich.,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1373914429, 9841461254, 6144335554, 9235983275, 1303790099, 1410837529, 816406360, 1410862614, 1373914429]",,across,gabled,antiquewhite,3,yes,2,Category:St. Johanner Markt 8 (Saarbrücken),de:Tante Maja,,,,,,,,,,,,,
way,127680768,Saarbrücken,DE,9,66125,Liesbet-Dill-Straße,restaurant,,italian,,Ristorante Italia,,"Tu-Su,PH 11:30-14:30,17:30-23:00; Mo off",,yes,no,Pizza aus dem Holzofen,,"POLYGON ((7.04463 49.2665822, 7.0445005 49.2666533, 7.0446009 49.2667312, 7.0447304 49.2666601, 7.04463 49.2665822))",,,,yes,,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,2023-06-05,,,,,yes,,,,Dudweiler,,yes,,,,,Genauerer Eintrag unerwünscht (laut Kassiererin),,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1053673490, 1053673542, 1412621565, 1412621554, 1053673490]",,,,,,,,,,yes,,,,,,,,,,,,
way,129001676,Saarbrücken,DE,70,66115,Kirschheck,restaurant,,regional,,Naturfreundehaus Kirschheck,,"Apr-Oct: Tu-Fr 11:00-21:00; Apr-Oct: Sa, Su 10:00-21:00; Nov-Mar: Tu-Fr 11:00-20:00; Nov-Mar: Sa, Su 10:00-20:00; Mo off",,yes,,,,"POLYGON ((6.9700728 49.2779604, 6.9701753 49.2779735, 6.9701722 49.2779837, 6.9701449 49.2779802, 6.9701238 49.2780504, 6.9701486 49.2780536, 6.9701416 49.278077, 6.9702629 49.2780917, 6.9702867 49.2780246, 6.9703203 49.2779115, 6.9701738 49.2778927, 6.9700926 49.2778818, 6.9700928 49.277881, 6.9700413 49.2778744, 6.9700176 49.2779531, 6.9700106 49.2779765, 6.9700659 49.2779836, 6.9700728 49.2779604))",,,,,,,,,Q81445998,12:00-19:00,,,,,,,,+49 681 74777,https://www.naturfreunde.de/haus/naturfreundehaus-kirschheck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de.wikipedia.org/wiki/Urwaldtour,,,,,,,,,ehemaliges Steigerhaus,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1424154577, 1424154586, 1424154594, 1424154589, 1424154617, 1424154620, 1424154624, 1424154627, 1424154596, 1424154569, 6700689510, 1424154567, 1424154565, 1424154563, 1424154573, 1424154587, 1424154591, 1424154577]",,,,,2,house,,,,,https://commons.wikimedia.org/wiki/File:20160131Naturfreundehaus_Kirschheck2.jpg,,,,,,,,,,,
way,132075748,Saarbrücken,,1,66125,Schützenstraße,restaurant,,italian;sri_lankan,,Restaurant Jena,,Tu-Su 17:00-22:30,,yes,outside,,,"POLYGON ((7.0420827 49.2832469, 7.0423683 49.2833339, 7.0424228 49.2832577, 7.0423584 49.2832381, 7.0421749 49.2831822, 7.0421372 49.2831707, 7.0420827 49.2832469))",,,,,,,,no,,,,,,,,,,+49 6897 7778906,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1453611971, 1453611973, 1453611972, 3258264161, 1453611968, 1453611961, 1453611971]",,,,,,,,,,,,,,,,,,,,,,
way,163020073,Saarbrücken,,12,66117,Zum Zollstock,restaurant,+49 681 95455414,italian;pasta;pizza,1,Trattoria Mille Aromi,,"Mo,Th-Su 12:00-14:00,18:30-22:00; PH,Tu-We closed",,yes,,di Franco,,"POLYGON ((6.9692161 49.2082208, 6.9693167 49.2082636, 6.9693327 49.2082491, 6.9693766 49.2082663, 6.9693928 49.208252, 6.9695311 49.2083186, 6.9696302 49.2082299, 6.9693512 49.2080986, 6.9693074 49.2081351, 6.9692876 49.2081533, 6.9692161 49.2082208))",,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Tu,Th-Fr 12:00-14:00,18:30-22:00; We 18:30-22:00; PH,Sa-Su closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1747955842, 9986338646, 9986338647, 9986338654, 9986338648, 1747955851, 1747955848, 1747955839, 8018974955, 8018974966, 1747955842]",,,,,,,,,,,,,,,,,,,,,,
way,165644939,Saarbrücken,,81,66125,Alter Stadtweg,restaurant,,german,,Jahnschänke,,,,,,,,"POLYGON ((7.0341898 49.2706789, 7.0342781 49.2706359, 7.0341906 49.2704868, 7.0343601 49.2704164, 7.0343132 49.2703542, 7.0340316 49.2704705, 7.0341898 49.2706789))",,,,yes,,,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dudweiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1771893523, 1771893507, 1771893495, 1771893485, 1771893477, 1771893491, 1771893523]",,,,,,,,,,,,,,,,,,,,,,
way,187629483,,,,,,restaurant,+49 6897 767180,italian,,Pizza-Heimservice Italia,,"Mo-Th 10:30-14:00,17:00-22:00; Fr-Su 10:30-14:00,17:00-22:30; Tu off",,,,,,"POLYGON ((7.0445906 49.2665847, 7.0445636 49.2665567, 7.0446288 49.26653, 7.0446558 49.266558, 7.0445906 49.2665847))",,,,yes,,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,yes,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,https://www.italia-heimservice.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1982597490, 1982597487, 1982597491, 1982597493, 1982597490]",,,,,,,,,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,,,
way,243084115,Saarbrücken,DE,8,66115,Auf der Scheib,restaurant,,regional;international,,Zum Beate - Vereinsheim Kleingartenbauverein,,Tu-Su 11:00-22:00,,yes,,,,"POLYGON ((6.9382525 49.2478602, 6.9384213 49.2478812, 6.9384362 49.2478304, 6.9385749 49.2478476, 6.9385984 49.2477672, 6.9384626 49.2477503, 6.9384546 49.2477777, 6.9382828 49.2477564, 6.938276 49.2477794, 6.9382525 49.2478602))",,,,,,,,,,,,,,,,,,+49 681 780282,http://zumbeate-burbach.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1129397394, 1129396818, 1129397149, 4957393114, 4957393116, 4957393115, 1129397139, 1129396885, 4958740121, 1129397394]",,,,,,,,,,,,,,,,,,,,,,
way,294804493,Saarbrücken,,1,66127,Alte Grube Velsen,restaurant,,,,Kantine Velsen,,,,,,,,"POLYGON ((6.8328096 49.2166952, 6.8324485 49.2165244, 6.8323222 49.2166383, 6.8326843 49.2168097, 6.8327485 49.2167518, 6.8328096 49.2166952))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1340047808, 1340047800, 1340047805, 1340047815, 1340047812, 1340047808]",,,,,,,,,,,,,,,,,,,,,,
way,298521714,Saarbrücken,,138,66123,Meerwiesertalweg,restaurant,,german,,UHU Pavillion,,Mo closed; Tu-Fr 11:30-19:00; Sa-Su 10:30-19:00,,,outside,,,"POLYGON ((7.0320655 49.2526643, 7.0320667 49.2526658, 7.0320863 49.2526907, 7.0321235 49.2527077, 7.0321686 49.2527114, 7.0322112 49.2527011, 7.0322416 49.2526791, 7.0322504 49.2526562, 7.0322527 49.2526503, 7.0322421 49.2526215, 7.0322411 49.2526208, 7.0322122 49.2525991, 7.0321699 49.2525884, 7.0321247 49.2525918, 7.0320872 49.2526085, 7.0320841 49.2526124, 7.0320699 49.2526297, 7.0320658 49.2526347, 7.0320655 49.2526643))",,,,yes,,,,,,,,,,,,,,,http://uhu-pavillon-wildpark.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3024355473, 10061840660, 3024355476, 3024355462, 3024355465, 3024355466, 3024355467, 10061840658, 3024355468, 3024355469, 10061840657, 3024355470, 3024355471, 3024355472, 3024355463, 10061840705, 10061840659, 3024355464, 3024355473]",,,,,1,,0,,,,,,,,,,,,,,,
