element_type,osmid,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,capacity,capacity:disabled,capacity:women,contact:email,contact:phone,contact:website,fee,maxheight,name,opening_hours,operator,parking,geometry,wheelchair,addr:country,layer,maxweight,trailer,surface,bicycle,foot,vehicle,created_by,level,phone,description,entrance,horse,lit,traffic_sign,informal,note,smoothness,motorcycle,source,capacity:charging,check_date:opening_hours,bus,ref,maxspeed,access:description,park_ride,motorcar,fixme,capacity:charging:note,old_name,old_operator,website,owner,wheelchair:description,elevator,toilets:wheelchair,surveillance,payment:karlsruher,maxstay,operator:type,supervised,access:conditional,covered,building,motor_vehicle,agricultural,emergency,goods,hgv,tourist_bus,type,wikidata,wikipedia,start_date,customers,capacity:caravans,power_supply,sanitary_dump_station,nodes,parking:orientation,building:levels,source:geometry,surface:note,disused,check_date,source:addr,capacity:parent,brand,parking:condition,payment:coins,payment:maestro,payment:mastercard,payment:notes,payment:others,payment:v_pay,payment:visa,capacity:hgv,capacity:trailer,addr:housename,addr:suburb,ele,charge,payment:account_cards,payment:american_express,payment:debit_cards,payment:electronic_purses,payment:telephone_cards,parking:condition:area,parking:condition:area:customers,capacity:car_sharing,capacity:bus,landcover,access:note:de,capacity:private,parking:condition:default,parking:condition:time_interval,proposed:access,demolished:building,removed:office,fee:disabled,orientation,maxstay:conditional,fee:conditional,landuse,roof:material,roof:shape,parking:condition:maxstay,last_renovation,demolished:leisure,capacity:taxi,parking:condition:residents,capacity:note,operator:wikidata,leisure,fee:description,roof:levels,comment,location,parking:condition:capacity,access:customers,payment:contactless,payment:girocard,check_date:fee,capacity:conditional,capacity:short,indoor,lit:note,payment:bahncard,payment:credit_cards,room,source:capacity,alt_name,disused:bunker_type,disused:location,disused:military,disused:military:note,capacity:large,maxstay:monitoring,parking_space,mofa,moped,car,capacity:coach,service,hoops,car_sharing,source:outline,area,tunnel,paving_stones:shape,payment:cash,note:editor,capacity:bus:conditional,motor_vehicle:conditional,tourist_bus:conditional,ways,parking:condition:both
way,551290946,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.4614374 49.0256846, 8.46144 49.0251192, 8.4617163 49.0251271, 8.4618437 49.0252687, 8.4618451 49.0253408, 8.4619148 49.0253469, 8.4618987 49.0255782, 8.462143 49.0255257, 8.46226 49.0256534, 8.4618317 49.0257602, 8.4617914 49.0257207, 8.4616761 49.0257224, 8.4616747 49.0256925, 8.4614374 49.0256846))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5324053618, 5324053617, 5324053616, 5324053615, 5324053614, 5324053613, 5324053612, 5324053611, 1881067617, 5324053607, 5324053610, 5324053609, 5324053608, 5324053618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,551456552,,,,,,parking,3,3,,,,,,,,,,,"POLYGON ((8.4453091 49.0356731, 8.4453648 49.0356483, 8.4453094 49.0355947, 8.4452537 49.0356195, 8.4453091 49.0356731))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5325656928, 5325656927, 5325656926, 5325656925, 5325656928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,
way,553104643,yes,,,,,parking,,,,,,,no,,,24/7,Stadt Karlsruhe,surface,"POLYGON ((8.4377621 49.0392043, 8.4386673 49.0392078, 8.4386678 49.039159, 8.4386681 49.0391237, 8.438513 49.0391238, 8.4377629 49.0391244, 8.4377625 49.0391568, 8.4377621 49.0392043))",,,,,,sett,,,,,,,,,,yes,,,,good,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5339453245, 5339453244, 5339453234, 5339453243, 26350955, 5339453242, 5339453233, 5339453245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,553111978,private,,,,,parking,,,,,,,,,,,Interpneu;Pneuhage,surface,"POLYGON ((8.4721897 49.0355713, 8.4726603 49.0358544, 8.4728689 49.0357053, 8.4723983 49.0354222, 8.4721897 49.0355713))",,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5339505282, 5339505281, 5339505280, 5339505279, 5339505282]",,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,553111980,private,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.4727848 49.034245, 8.472684 49.0339797, 8.4729166 49.0339225, 8.473001 49.0341353, 8.4727848 49.034245))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1044684306, 1044684048, 5339505286, 5339505285, 1044684306]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,554693779,,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3430587 48.9885969, 8.3430951 48.9886902, 8.342239 48.9890615, 8.3421376 48.9889489, 8.3427428 48.9887149, 8.3428172 48.9886912, 8.3429916 48.9886292, 8.3430587 48.9885969))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[26974880, 1709741553, 5352986605, 5352986604, 1709761916, 1709761918, 1709741551, 26974880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,558244749,no,,,,,parking,10,,,,,,,,,,Seib GmbH,,"POLYGON ((8.4376231 49.0139834, 8.4376091 49.0140117, 8.4375866 49.0140572, 8.4376175 49.014068, 8.4376485 49.0140788, 8.4376795 49.0140896, 8.4377105 49.0141003, 8.4377414 49.0141111, 8.4377724 49.0141219, 8.4378034 49.0141327, 8.4378344 49.0141435, 8.4378653 49.0141543, 8.4378963 49.014165, 8.43793 49.0141234, 8.4379466 49.014096, 8.4379017 49.0140802, 8.4376524 49.0139936, 8.4376231 49.0139834))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5382867375, 5382867395, 5382867397, 5382867394, 5382867393, 5382867392, 5382867391, 5382867390, 5382867389, 5382867388, 5382867387, 5382867386, 5382867402, 5382867396, 5382867376, 1371512983, 1371512981, 5382867375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,558244804,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.476235 49.0009032, 8.4763054 49.0009064, 8.4763308 49.0006689, 8.4762604 49.0006656, 8.476235 49.0009032))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5382868289, 5382868288, 5382868287, 5382868286, 5382868289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,558911052,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3568922 49.0103043, 8.3569513 49.0102049, 8.3566696 49.0100888, 8.3567501 49.009974, 8.3568017 49.0098834, 8.3570294 49.0099402, 8.357019 49.0099791, 8.3571135 49.0100185, 8.3570344 49.0101271, 8.3572907 49.0102847, 8.3572826 49.0102906, 8.3571288 49.010403, 8.3569708 49.0103146, 8.3569445 49.0103342, 8.3568922 49.0103043))",,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5391016436, 5391016435, 5391016434, 5391016433, 5391016432, 5391016431, 5391016430, 5391016429, 5391016428, 5391016427, 1345935858, 1345935901, 1345935734, 5391016426, 5391016436]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,560544142,customers,,,,,parking,,6,,,,,no,,,,,surface,"POLYGON ((8.4504846 49.0043155, 8.450404 49.0043295, 8.4503386 49.0043401, 8.4503253 49.004305, 8.4503202 49.0042916, 8.4502538 49.004303, 8.4502163 49.0043094, 8.4502005 49.004268, 8.4501949 49.0042532, 8.4500819 49.0042716, 8.4500736 49.0042504, 8.4499326 49.0042741, 8.4499237 49.0042514, 8.4497917 49.0042735, 8.4497776 49.0042375, 8.4497293 49.0042461, 8.4496742 49.0041094, 8.4497272 49.0041017, 8.4498529 49.0040834, 8.4498946 49.0040774, 8.4499254 49.0041558, 8.4499711 49.004148, 8.4500958 49.0041266, 8.4501411 49.0041188, 8.4506242 49.0041961, 8.4506539 49.0042714, 8.4506595 49.0042857, 8.4506178 49.0042928, 8.4506013 49.0042511, 8.4505347 49.0042623, 8.4504682 49.0042736, 8.4504846 49.0043155))",yes,,,,,asphalt,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5405788403, 5876726908, 4158321529, 5876726896, 4158321525, 5876726906, 602218285, 3654822973, 5405791524, 4158321527, 4158321523, 4158321526, 4158321519, 4158321524, 4158321518, 4158321520, 5405791591, 5405791602, 5405791601, 5405791590, 5405791589, 5405791587, 5405791578, 5405791588, 5405788398, 602218293, 5405788399, 5405788400, 5405788401, 5876726910, 5405788402, 5405788403]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562169200,,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3940785 49.0034285, 8.3940718 49.0033303, 8.3938037 49.0033383, 8.3937896 49.0032103, 8.393969 49.0032035, 8.3939676 49.003188, 8.3939639 49.0031426, 8.3938633 49.0031458, 8.3937827 49.0031484, 8.3936888 49.0031514, 8.3936343 49.0031532, 8.3936418 49.0032536, 8.3936445 49.0032891, 8.3936522 49.0033919, 8.3936556 49.0034371, 8.3936562 49.0034452, 8.3938105 49.0034361, 8.3940785 49.0034285))",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1364590544, 6009794787, 1048916905, 1364590389, 5419805032, 5419805031, 5419805023, 1024343946, 5419805034, 1024343945, 1048916704, 1364590441, 1364590452, 1048916953, 5419805024, 5419805041, 5419805033, 1364590544]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562232115,permit,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3967592 49.0035115, 8.3967567 49.0033929, 8.3967298 49.0033845, 8.396603 49.0033858, 8.3965734 49.0033998, 8.3965763 49.0035107, 8.396609 49.0035218, 8.3967298 49.0035205, 8.3967592 49.0035115))",,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5420221703, 5420221702, 5420221696, 5420221701, 5420221700, 5420221699, 5420221697, 5420221698, 5420221703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562232145,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3961844 49.005214, 8.3964353 49.0052122, 8.3964281 49.0047947, 8.3967111 49.0047926, 8.3967058 49.0044766, 8.396463 49.0044783, 8.3964675 49.0047423, 8.3964144 49.0047427, 8.3962029 49.0047442, 8.3961748 49.0047444, 8.3961415 49.0047447, 8.3961412 49.0047263, 8.3958984 49.0047281, 8.3959001 49.0048312, 8.3958839 49.0048313, 8.3958847 49.0048796, 8.3961787 49.0048775, 8.3961844 49.005214))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5420222492, 5420222491, 5420222490, 5420222489, 5420222488, 5420222487, 5420222486, 5420222474, 5420222477, 5420222464, 5420222485, 5420222484, 5420222483, 5420222482, 5420222481, 5420222480, 5420222479, 5420222492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270946,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.4385609 48.9991163, 8.4385022 48.9991181, 8.4384959 48.9992384, 8.4385666 48.9992392, 8.4385672 48.9992472, 8.4385766 48.9992526, 8.4386461 48.9992525, 8.438655 48.9992456, 8.4386563 48.9992153, 8.43872 48.9992143, 8.438724 48.9991917, 8.4387927 48.9991915, 8.4387953 48.9992012, 8.4388044 48.999207, 8.4388754 48.9992069, 8.4388803 48.9992035, 8.4388838 48.9991701, 8.4389491 48.9991716, 8.4389528 48.9991471, 8.439021 48.9991477, 8.4390233 48.9991573, 8.4390321 48.9991623, 8.4390947 48.9991625, 8.4391037 48.9991576, 8.4391092 48.9991502, 8.4391727 48.9991485, 8.4391827 48.9991024, 8.4392475 48.9991025, 8.4392532 48.9991105, 8.4392596 48.9991165, 8.4393212 48.999118, 8.4393299 48.9991138, 8.439334 48.9991035, 8.4394117 48.9991056, 8.4394165 48.9990312, 8.4396062 48.9990326, 8.4396075 48.998986, 8.4386604 48.9989706, 8.4386595 48.9991183, 8.4385609 48.9991163))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1473429978, 8948481741, 5420612428, 5420612429, 10250953253, 5420612430, 10250953254, 10250953255, 5420612431, 5420612432, 5420612433, 5420612434, 5420612435, 5420612436, 5420612437, 10250953256, 5420612438, 5420612439, 5420612440, 8948481758, 10250953257, 8948481757, 10250953258, 10250953259, 8948481756, 8948481759, 5420612441, 5420612442, 8948481755, 8948481753, 10250953260, 8948481752, 8948481754, 5420612443, 5420612444, 5420612445, 5420612427, 5420612426, 5420612425, 1473429978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,564120618,private,,,,,parking,3,,,,,,,,,,,surface,"POLYGON ((8.4110951 49.008844, 8.4111516 49.0088021, 8.4111819 49.0087796, 8.4111793 49.0087781, 8.4111366 49.0087534, 8.4111254 49.0087469, 8.4110951 49.0087693, 8.4110386 49.0088112, 8.4110951 49.008844))",,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4128275412, 3170821368, 3170821367, 8043170588, 8043170585, 8043170574, 3170821366, 3796835708, 4128275412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,564385356,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3692626 49.0287711, 8.3694192 49.0287553, 8.3694503 49.028888, 8.3692394 49.0289092, 8.3691993 49.0288631, 8.3691879 49.0288499, 8.3692789 49.0288407, 8.3692626 49.0287711))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5437816631, 5437816632, 5437816633, 5437816634, 9272706033, 5437816635, 5437816636, 5437816631]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,566231301,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.4551503 48.9727647, 8.4557672 48.9731041, 8.4559516 48.9732256, 8.4559818 48.9732075, 8.4557935 48.9730889, 8.4551793 48.9727421, 8.4551503 48.9727647))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5452396351, 5452396346, 5452396345, 5452396350, 5452396349, 5452396348, 5452396351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,566744680,yes,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3702564 49.0286379, 8.3703578 49.0286396, 8.3703383 49.0291521, 8.3702369 49.0291505, 8.3702564 49.0286379))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5457045375, 5457045376, 5457045377, 5457045378, 5457045375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,570678062,,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3398457 48.994754, 8.3397832 48.9947766, 8.3399086 48.9949258, 8.3399711 48.9949032, 8.3398457 48.994754))",yes,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5486442105, 5486442104, 5486442103, 5486442102, 5486442105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643952,permissive,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.4602156 49.020594, 8.4601151 49.0204569, 8.460531 49.0203257, 8.4605605 49.0203485, 8.4606029 49.0203525, 8.4606649 49.0204098, 8.4606738 49.02045, 8.4602156 49.020594))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vermutlich Kundenparkplatz von Grimm Küchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5523202763, 5523202761, 5523202762, 5523202932, 5523202931, 5523202767, 5523202766, 5523202763]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643973,,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.4526235 49.0151109, 8.452447 49.0149416, 8.4524293 49.0149495, 8.4523801 49.0149715, 8.4525567 49.0151409, 8.4526044 49.0151195, 8.4526235 49.0151109))",,,,,,cobblestone,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203126, 5523203125, 5523203123, 5523203124, 5523202990, 5523203007, 5523203126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643974,,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.4528513 49.0153295, 8.4528303 49.0153389, 8.4527752 49.0153636, 8.4525856 49.0151817, 8.4526423 49.0151563, 8.4526617 49.0151476, 8.4528513 49.0153295))",,,,,,cobblestone,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203130, 5523203005, 5523203129, 5523203128, 5523203006, 5523203127, 5523203130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643975,,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.453069 49.0155383, 8.4530463 49.0155485, 8.4529933 49.0155723, 8.4529198 49.0155018, 8.4529734 49.0154778, 8.4529955 49.0154678, 8.453069 49.0155383))",,,,,,cobblestone,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203133, 5523203003, 5523203132, 5523202991, 5523203004, 5523203131, 5523203133]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643976,,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.4532568 49.0157183, 8.4532324 49.0157293, 8.4531792 49.0157532, 8.453059 49.015638, 8.4531133 49.0156136, 8.4531366 49.0156032, 8.4531971 49.0156611, 8.4532568 49.0157183))",,,,,,cobblestone,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203136, 5523203001, 5523203135, 5523202992, 5523203002, 5523203134, 3453616231, 5523203136]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643977,,,,,,parking,6,,,,,,no,,,24/7,,street_side,"POLYGON ((8.4551235 49.0176347, 8.4550051 49.0175195, 8.455061 49.0174948, 8.4550857 49.0174845, 8.4552037 49.0175993, 8.4551235 49.0176347))",,,,,,cobblestone,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203138, 1881082019, 5523202986, 3453603104, 5523203137, 5523203138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643978,,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.4552037 49.0175993, 8.4552936 49.0176867, 8.4552708 49.0176968, 8.4552134 49.0177222, 8.4551235 49.0176347, 8.4552037 49.0175993))",,,,,,fine_gravel,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203137, 5523203149, 5523202987, 5523203148, 5523203138, 5523203137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643979,,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.453788 49.0162269, 8.4537586 49.01624, 8.4537129 49.0162603, 8.4538441 49.0163873, 8.4538895 49.0163672, 8.4539192 49.016354, 8.453788 49.0162269))",,,,,,cobblestone,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203140, 5523202998, 5523202995, 5523202994, 5523202997, 5523203139, 5523203140]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643980,,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.4543825 49.016918, 8.4544335 49.0168952, 8.4544652 49.0168811, 8.4541096 49.0165382, 8.4540721 49.016502, 8.4540422 49.0165154, 8.4539894 49.0165389, 8.4543825 49.016918))",,,,,,cobblestone,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203144, 5523203008, 5523203143, 3453616233, 5523203142, 5523202996, 5523203141, 5523203144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643981,,,,,,parking,,1,,,,,no,,,24/7,,street_side,"POLYGON ((8.4547805 49.0171869, 8.4547495 49.0172006, 8.4546977 49.0172235, 8.4545244 49.0170548, 8.4545012 49.0170322, 8.4545539 49.0170089, 8.4545566 49.0170077, 8.454584 49.0169956, 8.4546006 49.0170118, 8.4547805 49.0171869))",,,,,,cobblestone,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203147, 5523202985, 5523202980, 5825848740, 5523203146, 5523202981, 5825848738, 5523203145, 3453616234, 5523203147]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643982,,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.4555855 49.0179707, 8.4555689 49.0179781, 8.4555085 49.0180048, 8.4553474 49.017848, 8.4554043 49.0178228, 8.4554244 49.0178139, 8.4555855 49.0179707))",,,,,,fine_gravel,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203153, 5523202989, 5523203152, 5523202979, 5523202988, 5523203151, 5523203153]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575643983,,,,,,parking,,,,,,,no,,,24/7,,street_side,"POLYGON ((8.4536448 49.0160894, 8.4536165 49.0161022, 8.45357 49.0161231, 8.4534232 49.0159826, 8.4534712 49.015961, 8.453498 49.015949, 8.4536448 49.0160894))",,,,,,fine_gravel,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[5523203156, 5523202999, 5523203155, 5523202993, 5523203000, 5523203154, 5523203156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
