element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,cuisine,name,opening_hours,opening_hours:covid19,outdoor_seating,phone,website,geometry,opening_hours:signed,wheelchair,addr:country,addr:suburb,alt_name,email,beer_garden,toilets:wheelchair,contact:email,contact:phone,contact:website,access:covid19,brewery,cuisine:description,operator,takeaway:covid19,check_date,kitchen_hours,start_date,note,source:addr,source,addr:subdistrict,takeaway,kitchen,check_date:opening_hours,diet:vegan,diet:vegetarian,indoor_seating,smoking,toilets,fixme,delivery,description,contact:fax,microbrewery,note:en,reg_name,fax,toilets:access,internet_access,internet_access:fee,internet_access:ssid,level,created_by,drive_in,lunch,lunch:warm,old_name,alt_name:note,old_operator,bar,branch,brand,opening_hours:kitchen,website:menu,diet:halal,halal,shop,short_name,lastcheck,payment:contactless,payment:girocard,payment:mastercard,payment:visa,payment:cash,toilets:female,toilets:male,toilets:unisex,capacity,diet:gluten_free,payment:maestro,payment:mastercard:min_payment,payment:others,payment:visa:min_payment,air_conditioning,wifi,delivery:partner,drink:afri-cola,front_cooking,wheelchair:description,contact:facebook,FIXME,changing_table,changing_table:location,ref,table_service,toilets:disposal,operation,tourism,mapillary,survey:date,image,surveillance,reservation,wheelchair:description:de,todo,note:covid19,diet:kosher,drive_through,payment:credit_cards,payment:debit_cards,seating,payment:cryptocurrencies,payment:electronic_purses,ref:vatin,access,description:payment,payment:account_cards,official_name,changing_table:count,description:de,payment:cards,addr:housename,dog,max_level,min_level,wikidata,contact:mobile,name:zh,brand:wikidata,brand:wikipedia,kids_area,kids_area:fee,kids_area:outdoor,kids_area:supervised,loc_name,organic,smoking:outside,source:url,payment:american_express,running_sushi,name:note,name:de,buffet,self_service,designation,old_name_1,old_name_2,service_times,theme,brewery:wikidata,craft,delivery:covid19,description:covid19,payment:diners_club,old_name:1,addr:floor,contact:whatsapp,indoor,craft_beer,contact:instagram,payment:apple_pay,seats,opening_date,seats:indoor,seats:outdoor,drinking_water:refill,drinking_water:refill:network,drinking_water:refill:network:wikidata,sport,currency:EUR,currency:others,access:description,cocktails,happy_hours,lunch:menu,addr:place,breakfast,nodes,building,roof:colour,roof:levels,roof:shape,building:levels,source:outline,internet_access:operator,layer,indoor_slide,source:geometry,disused:amenity,roof:material,height,source:height,ele,building:part,room,capacity:indoor,capacity:outdoor,all_you_can_eat,all_you_can_eat:type,outdoor_seating:capacity,payment:credit_card,wood_oven,delivery:brand,level:ref
node,4759826701,,,,,restaurant,syrian;lebanese,Al-Madina,Mo-Th 12:00-21:00; Fr-Sa 14:00-21:00; Su off,,,,,POINT (8.3895319 49.0089579),,,,,,,,,restaurant-almadina@outlook.de,+49 721 75407331,http://restaurant-almadina.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4933994861,Karlsruhe,79,76133,Waldstraße,restaurant,steak_house,Brick + Bone,"Tu-Fr 12:00-15:00, 18:00-0:00; Sa 17:00-0:00; Su 12:00-22:00",,yes,+49 721 205000,http://www.brickandbone.de,POINT (8.393298 49.0074673),,,DE,,,info@brickandbone.de,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tu-Fr 12:00-14:30, 18:00-23:00; Sa 17:00-23:00; Su 12:00-21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4941082118,,,,,restaurant,fast_food,Fun-Sportsbar XL,"PH,Mo-Th 10:00-01:00, Fr,Sa 10:00-03:00",,yes,,https://funsportsbar-xl.de/,POINT (8.3908916 49.0445856),,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,billiards;darts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4970999297,Karlsruhe,36a,76139,Hofäckerstraße,restaurant,german;greek,Hofäckerstüble Masa Sura,"Mo,We-Sa 11:30-14:30, 17:30-23:30; Tu off; Su,PH 12:00-23:30",,,,,POINT (8.4494144 49.026644),,,DE,Hagsfeld,,,,,Hofaeckerstueble@aol.com,+49 721 6806856,https://hofackerstuble-masa-sura.business.site/,,Fürstenberg,,Kleingartenverein Hofäcker e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4985600645,Karlsruhe,19,76139,Büchiger Allee,restaurant,mediterranean,Miro's,"Tu-Sa 11:30-14:00,17:00-20:00; Su,PH off",,,,,POINT (8.4378849 49.0272851),,,DE,Waldstadt,,,,,,,,,,,,,2018-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French Open in der Filzkugel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miro's Mediterranes Restaurant,,,,,,,,,,,,,,,,,SCK Clubhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5019965231,Karlsruhe,112,76137,Durlacher Allee,restaurant,greek,Maraton,11:00-24:00,,yes,,,POINT (8.4415906 49.0035622),,no,DE,Oststadt,,,,,argyrios1956@gmail.com,+49 721 66387881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vereinsheim ESG-Frankonia e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5022288276,Karlsruhe,110,76137,Durlacher Allee,restaurant,greek,Kleingartenverein Durlacher Allee e.V.,Mo off; Tu-Sa 11:30-24:00,,yes,,,POINT (8.440086 49.0043176),,yes,DE,,,,,,,,,,Hoepfner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vereinsgaststätte Kleingartenverein Durlacher Allee e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5173600111,,,,,restaurant,mediterranean,Terra Mare,"Tu-Fr,Su,PH 11:30-14:30,17:30-24:00; Sa 17:30-24:00",,yes,,https://restaurant-terramare.de/,POINT (8.3982769 49.0038443),,limited,,,,,,,,+49 721 6605493,,,Bellheimer,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tu-Fr,Su,PH 11:30-14:00,17:30-22:00; Sa 17:30-22:00",https://restaurant-terramare.de/speisekarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5180982210,Karlsruhe,23,76187,Hertzstraße,restaurant,german;greek,Gasthaus Karl,,,yes,,,POINT (8.3647902 49.025955),,no,DE,Nordweststadt,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,SG Siemens Vereinsgaststätte,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5272734172,Karlsruhe,6,76137,Bahnhofplatz,restaurant,german;regional,Erste Fracht,Mo-Sa 07:00-01:00; Su 07:00-23:00,,yes,,,POINT (8.4003946 48.9949033),,,DE,,,,,,info@erste-fracht.de,+49 721 93222-0,https://www.erste-fracht.de/,,,,Björn Löwe e.K.,,,,2017-11,,,,,,,,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5366858381,Karlsruhe,1,76131,Kanalweg,restaurant,,MTV Gaststätte,"Tu-Fr 11:00-14:00, Mo-Sa 17:00-23:00, Sa 17:30-23:00, PH,Su 12:30-23:00",,yes,,,POINT (8.4174384 49.0229866),,,DE,Oststadt,,,,,pandurevic.mtv@web.de,+49 721 698755,http://www.gaststätte-mtv-karlsruhe.de/,,,,Daniel Pandurevic,,,,2014-10-01,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5383104973,Karlsruhe,35,76133,Erbprinzenstraße,restaurant,kebab,Ilos Kebab Haus,,,,,https://ilos-kebab-haus.business.site,POINT (8.3954353 49.0093791),,no,DE,,,,,,,,,,,,,,2022-12-06,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5386183321,,29,76135,Lorenzstraße,restaurant,fish;sushi;seafood;tea;asian;japanese;noodles;curry;vietnamese,Taumi Restaurant - Asia Fusion,Mo-Th 11:00-22:30; Fr-Su 11:00-23:30,,,+49 721 98236888,http://taumi-restaurant.de,POINT (8.3838413 48.9999484),,yes,,,,,,no,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5533375156,,,,,restaurant,,Restaurante Fischer-Häusle,"Mo-We off; Tu 11:30-15:00, 17:00-22:00; Fr 11:30-15:00, 17:00-23:00; Sa 11:30-23:00; Su,PH 11:30-22:00",,yes,,,POINT (8.3360088 49.0392987),,yes,,,Fischer-Häusle,,,,fischerhaus.76187@icloud.com,+49-721-564406,http://fischerhaeusle.eatbu.com,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,wlan,,,,,,,,Gaststätte Fischerhaus,,,,,,"Mo-We off; Tu 11:30-14:30, 17:00-21:00; Fr 11:30-14:30, 17:00-21:00; Sa,Su,PH 11:30-21:00",,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5876432409,,,,,restaurant,german,Sonne,,,yes,,,POINT (8.3319994 49.0055334),,no,,,,,,,,,,,Eichbaum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5876433289,Karlsruhe,13,76189,Pfalzstraße,restaurant,german,Karlsruher Hof,,,yes,+49 721 861109,,POINT (8.3335171 49.0053102),,limited,,,,,,no,,,,,Moninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5887069458,,,,,restaurant,,The 19th,We-Su 12:00-21:00,,yes,,,POINT (8.3720286 48.9754311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5900129385,Karlsruhe,8,76185,Geibelstraße,restaurant,italian,Extrem Pizza,"Tu-Fr 17:00-22:00, Sa 17:00-22:00, PH,Su 17:00-22:00, Tu-Fr 11:00-13:00",,,,,POINT (8.3610148 49.0135931),,,,,,,,,,,,,,,Frank Früchtenicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5961891407,Karlsruhe,6,76131,Rintheimer Querallee,restaurant,canteen,Casino der DFS Deutsche Flugsicherung,"Mo-Fr 07:00-17:00;Sa,Su,PH off",off,,,,POINT (8.4275503 49.0239724),,,DE,Waldstadt,freshINN,,,,,,https://www.dfs-casino.de/,,,,vivanti GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zutritt gegen Vorlage des Personalausweises auch für Gäste möglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6066180246,,,,,restaurant,mediterranean,Kiko's Mediterrane Küche,"Tu-Fr 11:30-14:30,17:00-23:00; Sa 17:00-23:00; Su 11:30-15:00,17:00-21:00",,,+49 721 707664,https://www.kikos-restaurant.de/,POINT (8.3993952 49.0559923),,,,,,info@kikos-restaurant.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6147344139,Karlsruhe,23,76133,Erbprinzenstraße,restaurant,burger;mexican,Sausalitos,"Mo-Th 12:00-24:00, Fr,Sa 12:00-02:00, Su 15:00-24:00",,yes,+49 721 90997070,https://www.sausalitos.de/,POINT (8.3975319 49.0086987),,yes,,,,karlsruhe@sausalitos.de,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"17:00-20:00, 23:00+",12:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6198982339,Karlsruhe,3,76133,Leopoldstraße,restaurant,italian,L’incontro,Mo-Sa 11:30-22:30; Su off,,yes,+49 721 2031440,http://www.lincontro.de,POINT (8.3898975 49.0098874),,no,DE,,,info@lincontro.de,,,,,,,Hatz,,Alessandro Muccardo,yes,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 11:30-22:00; Su off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6242037760,Karlsruhe,168,76133,Kaiserstraße,restaurant,grill,Sami's Restaurant,"Mo-Fr 11:30-24:00; Sa,Su 13:00-24:00",,,,http://samisrestaurant.de,POINT (8.39265 49.0102502),no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Samis-Restaurant-Karlsruhe-210869969567514/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6352265167,,,,,restaurant,international,Hoffmanns Bistro & Restaurant - Partyservice - Catering in der Metro Gastro,"Mo-Fr 07:00-16:00; Sa 07:00-14:00; Sa, Ph off",,yes,,,POINT (8.4481725 49.0100519),,,,,,,,,,,,,,,Jürgen Hoffmann,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6365858710,Karlsruhe,7,76133,Hirschhof,restaurant,pizza,'87 Mama Lina,"Mo-Th 18:00-24:00; Fr,Sa 18:00-02:00, Su 18:00-23:00",,,+49 721 90990044,http://gina.pizza,POINT (8.3924614 49.0106118),,,,,,ciao@gina.pizza,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/ginaspizzabar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6387312607,Karlsruhe,18,76227,Ochsentorstraße,restaurant,german,Alte Durlacher Brauerei,"PH, Su 11:30+; Mo-Fr 11:30-14:00, 17:30+; Sa 17:30+",We-Sa 18:00-21:00; Su 12:00-18:00,yes,+49 721 41308,https://www.alte-durlacher-brauerei.de/,POINT (8.472997 49.0003482),,,DE,Durlach,,heiko.heimrath@t-online.de,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,Zum Genter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6410896191,,1,,Winterstraße,restaurant,italian,Da Franco,"Tu-Su 11:30-14:00,18:00-23:00",,no,,,POINT (8.4043059 48.9984951),,,,,,,,,,+49 721 31944,https://dafranco-trattoria.de/,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6551199145,Karlsruhe,12,76227,Lenzenhubweg,restaurant,greek;german,Taverna Asteria,"Mo-Sa 11:30-14:30, We-Mo 17:30-22:30, PH,Su 11:30-22:30",,yes,,,POINT (8.4698367 49.0065261),,yes,DE,Durlach,,,,,taverna.asteria.info@gmail.com,+49 721 9418936,https://taverna-asteria.web.app/home,,,,,,,,,previously: Fischerheim Durlach,,,,,,,,,yes,outside,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6718320314,,,,,restaurant,sushi,Sushi-Palace,"Mo-Sa 16:00-22:00; Su,PH 15:00-22:00",,,,,POINT (8.3811431 49.0053277),,,,,,,,,,+49 721 78198752,https://www.sushi-palace.com/karlsruhe,,,,,,,,,,,,,,,2021-01-03,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lieferando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SushiPalaceKarlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6829725957,Karlsruhe,13,76185,Gablonzer Straße,restaurant,,Lago Bowling Center,"Mo,We,Th 15:00-01:00, Tu 11:00-01:00, Fr 15:00-03:00, Sa 11:00-03:00, Su 10:00-01:00",,,+49 721 57042-30,https://www.lago-bowling.de/,POINT (8.3533066 49.0247337),,yes,DE,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6847819259,Karlsruhe,3,76227,,restaurant,,Genusswerk,Mo-Su 10:00-22:00,,yes,,,POINT (8.4939766 48.9588677),,,DE,Hohenwettersbach,,,,,info@genusswerk-ka.de,+49 721 47034306,https://www.genusswerk-ka.de/,,,,Matti Berger; Manuel Diehl,,,,,,,,,,,,,,,,,,,Restaurant & Café am Golfpark,+49 721 47034307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gut Batzenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7167722730,,,,,restaurant,syrian,Schahbaa,"Tu-Sa 11:00-22:00; Su,PH 14:00-20:00",,,,https://www.schahbaa.de/,POINT (8.3941436 48.9997177),,,,,,,,,,,,,,,,,2023-02-22,,,,,,,,,2022-10-30,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7216954768,Karlsruhe,4-12,76133,Erbprinzenstraße,restaurant,italian,Portale 50,"Mo-Sa 12:00-14:00,18:00-22:00; Su off",,,+49-721-2039845,https://www.portale50.de,POINT (8.4027506 49.0073187),,limited,DE,,,info@portale50.de,,,,,https://www.portale50.de,,,,,,,,,,,,,,,,,,,,,check position,,Not (only) typical italian but rather elevated cuisine,,,,,,,,,,0,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7791319568,,,,,restaurant,asian,Tawa Yama,Mo-Fr 11:30-24:00; Sa 15:00-24:00,same,yes,,https://tawayama.de/,POINT (8.465682 48.9959066),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 11:30-14:00,18:00-22:00; Sa 18:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7817122660,,,,,restaurant,pizza,fettipizza,,,,,https://www.fettipizza.de/,POINT (8.4289974 49.0047077),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8016498047,,,,,restaurant,,Pheels,Tu-Sa 11:30-18:00,,yes,,,POINT (8.4035009 49.0071267),,yes,,,,,,,,,,,,,,,2022-12-29,,,,,,,,,,,,yes,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8912958938,Karlsruhe,73,76131,Durlacher Allee,restaurant,italian,L'Osteria,Mo-Sa 11:00-24:00; Su 12:00-23:00,,yes,+49 721 78360020,https://losteria.net/de/restaurants/restaurant/karlsruhe-durlacher-allee/,POINT (8.4324825 49.0065076),,,,,,,,limited,,,,,,,,,2023-01-07,,,,,,,yes,,,no,yes,yes,outside,,,,,,,,,,customers,,,,0,,,,,,,,,,L'Osteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q17323478,de:L’Osteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
