element_type,osmid,geometry,amenity,denomination,name,religion,addr:city,addr:housenumber,addr:postcode,addr:street,contact:email,contact:phone,official_name,website,addr:country,wheelchair,level,source,toilets:wheelchair,addr:suburb,description:covid19,opening_hours:covid19,operator,phone,service_times,short_name,contact:website,start_date,check_date,description:de,historic,image,building,wheelchair:description,description,email,operator:type,place_of_worship,access,nodes,architect,heritage,heritage:operator,ref:lda,wikidata,alt_name,building:levels,construction:start_date,roof:shape,source:geometry,wikipedia,fax,opening_hours,patron_saint,wheelchair:description:de,wikimedia_commons,building:architecture,contact:fax,heritage:description,tomb,building:material,roof:levels,roof:material,fixme,source:addr,architect:wikidata,architect:wikipedia,old_name,building:colour,roof:colour,source_ref:url,url,denomination:de,addr:source,height,disused:amenity,source:outline,old_operator,old_owner,owner,building:part,loc_name,indoor,name:de,ref,room,ways,type
way,343035955,"POLYGON ((8.374036 48.9831734, 8.3740472 48.9831961, 8.3740579 48.9832148, 8.3740794 48.9832097, 8.3741302 48.9831983, 8.374148 48.9831815, 8.3741419 48.9831626, 8.3741198 48.9831557, 8.3740975 48.9831582, 8.3740567 48.9831674, 8.374036 48.9831734))",place_of_worship,catholic,"Kapelle ""zu Ehren der schmerzhaften Gottesmutter""",christian,,,,,,,,,,,,Openstreetbugs/Beate Paland,,,,,,,,,,,,,,,yes,,,,,,,"[3499560208, 768749953, 3499560211, 9483781933, 3499560210, 3499560209, 3499560207, 768750676, 3499560206, 9809878262, 3499560208]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,363394873,"POLYGON ((8.3897944 48.9943084, 8.3897873 48.9942381, 8.3899663 48.9942303, 8.3899751 48.9943171, 8.3897961 48.9943249, 8.3897944 48.9943084))",place_of_worship,roman_catholic,Marienkapelle,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1380892199, 1380892139, 1380892121, 1380892201, 1380892207, 1380892199]",,,,,,,1.5,,flat,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,concrete,,concrete,,,,,,,,,,,,,,,,,,chapel,,,,,,,
way,398486216,"POLYGON ((8.3656725 49.0015908, 8.3656517 49.0015844, 8.3652873 49.0019153, 8.3656286 49.0020791, 8.3659629 49.0017883, 8.3660044 49.0017515, 8.3656725 49.0015908))",place_of_worship,protestant,ICF Eventhall,christian,Karlsruhe,10b,76185,Griesbachstraße,,,,,,yes,,,yes,,,,ICF Karlsruhe,,,,http://www.icf-karlsruhe.de,,,,,,,,evangelische Freikirche,,,,,"[3191855084, 9752244232, 4012383261, 4012383260, 9752244241, 1347805055, 3191855084]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
way,412474159,"POLYGON ((8.4465504 49.0155434, 8.4465493 49.0155408, 8.4464553 49.0155575, 8.4464073 49.0154411, 8.4465013 49.0154244, 8.4465002 49.0154218, 8.4468292 49.0153633, 8.4468401 49.0153898, 8.4468521 49.0153878, 8.446866 49.0154214, 8.4468799 49.0154549, 8.4468679 49.0154571, 8.4468737 49.015471, 8.4468794 49.0154849, 8.4465504 49.0155434))",place_of_worship,protestant,Zum guten Hirten,christian,,,,,,,,,,no,,,,,,,"Evangelische Gemeinde ""Zum Guten Hirten""",,Su 10:00,,https://www.ev-kirche-ka.de/gemeinden/region-nord-ost/,1954-11-07,,,,https://commons.wikimedia.org/wiki/File:2014-08-17_0619_rintheim_kirche_zum_guten_hirten.jpg,church,,,,religious,,,"[3484642613, 7112717304, 4138938954, 7112717305, 4138938951, 3484642607, 1156203137, 4138938950, 4138938949, 4825738761, 4138938952, 4138938953, 4138938938, 1156203119, 3484642613]",,yes,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,"Category:Evangelische_Kirche_Zum_Guten_Hirten,_Rintheim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,526832734,"POLYGON ((8.3806332 48.9883515, 8.3805854 48.9883812, 8.3805792 48.9883792, 8.380571 48.9883884, 8.3805754 48.9883902, 8.3805641 48.9884273, 8.3805585 48.9884271, 8.380558 48.9884357, 8.3805618 48.9884358, 8.380587 48.988472, 8.3805822 48.9884747, 8.3805924 48.9884834, 8.3805967 48.9884811, 8.3806444 48.9885019, 8.3806427 48.9885057, 8.380658 48.9885098, 8.3806624 48.9885052, 8.3807305 48.9885068, 8.3807344 48.9885136, 8.3807985 48.9884978, 8.3808472 48.9884851, 8.3808594 48.9884819, 8.3809069 48.9884696, 8.3809189 48.9884666, 8.3809637 48.988455, 8.3809772 48.9884515, 8.3810248 48.9884391, 8.3810386 48.9884356, 8.3810948 48.988421, 8.3811075 48.9884178, 8.3811498 48.9884068, 8.3811613 48.9884038, 8.3811591 48.9884003, 8.3811363 48.9883613, 8.3811414 48.98836, 8.3811362 48.9883515, 8.3811324 48.9883525, 8.3811111 48.9883154, 8.3810885 48.9882777, 8.3810913 48.9882769, 8.3810861 48.9882691, 8.3810787 48.9882709, 8.381056 48.9882287, 8.3810538 48.9882297, 8.3810499 48.9882306, 8.3810079 48.9882417, 8.3809951 48.9882451, 8.3809392 48.98826, 8.3809254 48.9882637, 8.380878 48.9882763, 8.3808645 48.9882799, 8.3808198 48.9882918, 8.3808079 48.9882949, 8.3807606 48.9883075, 8.3807484 48.9883108, 8.3806929 48.9883239, 8.3806271 48.9883416, 8.3806332 48.9883515))",place_of_worship,catholic,St. Cyriakus,christian,Karlsruhe,50,76135,Litzenhardtstraße,,,,http://www.st-cyriakus-ka.de,DE,yes,,,,Beiertheim-Bulach,,,,,Su 09:45,,,1837,,,,,yes,,,,,,,"[1416660135, 6482402304, 6482402302, 6482402303, 1415102868, 6482402307, 6482402305, 6482402306, 1415102846, 6482400063, 6482402309, 6482402308, 1415102848, 6482400066, 6482400065, 6482400064, 1415102897, 1416660168, 1415102851, 1416660167, 1416660165, 1416660164, 1416660161, 1416660158, 1416660152, 1416660151, 1416660148, 1416660147, 1416660144, 1416660142, 1416660139, 1415102977, 1416660136, 5122388318, 6482400071, 6482400070, 6482400072, 5122389522, 6482400069, 6482400068, 6482400067, 5122388315, 1416660107, 5122389525, 1416660109, 1416660112, 1416660114, 1416660116, 1416660118, 1416660120, 1416660122, 1416660124, 1416660126, 1416660128, 1416660130, 1416660132, 1416660134, 1416660135]",,,,,,,,,,,,,,,,,,,,,,,,Building heights estimated.,,,,,,,,,,,,,,,,,,Dom der Hardt,,,,,,
way,580205241,"POLYGON ((8.3816384 49.0441361, 8.3814048 49.044304, 8.381442 49.0443262, 8.3814746 49.0443028, 8.3815276 49.0443345, 8.381495 49.0443579, 8.3816099 49.0444266, 8.3816425 49.0444032, 8.3816984 49.0444366, 8.3816658 49.04446, 8.3816997 49.0444803, 8.3818256 49.0443898, 8.3818777 49.0443524, 8.3819333 49.0443124, 8.3818351 49.0442537, 8.3817345 49.0441936, 8.3816384 49.0441361))",place_of_worship,roman_catholic,St. Judas Thaddäus,christian,Karlsruhe,40,76149,Bärenweg,,,,,DE,,,,,,,,Seelsorgeeinheit Karlsruhe-Hardt,,,,,1989-12-03,,,,,church,,,,,,,"[5554854908, 1447387517, 1447387520, 1447387514, 1447387522, 1447387529, 1447387536, 1447387532, 1447387542, 1447387547, 1447387550, 5554854912, 5554854913, 5554854907, 250124738, 5554854909, 5554854908]",,,,,Q107509121,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,672654042,"POLYGON ((8.4296699 49.0151401, 8.4296494 49.0151716, 8.4296776 49.0151795, 8.4296794 49.0151884, 8.429685 49.0151965, 8.4296941 49.0152033, 8.4297058 49.015208, 8.429719 49.0152103, 8.4297327 49.0152099, 8.4297457 49.0152069, 8.4297567 49.0152016, 8.4297883 49.0152104, 8.4298088 49.0151789, 8.4298338 49.0151404, 8.4298891 49.0150555, 8.4299008 49.0150376, 8.4299124 49.0150196, 8.4299331 49.0149879, 8.4297942 49.014949, 8.4297735 49.0149807, 8.4297616 49.0149992, 8.4297496 49.0150176, 8.4296934 49.0151039, 8.4296699 49.0151401))",place_of_worship,,Große Kapelle,christian,,,,,,,,,,,,,,,,,,,,,,1876,,,,File:HauptfriedhofKarlsruheKapelle.jpg,chapel,,,,,,,"[378185660, 6299030672, 6299030671, 6299030670, 6299030669, 6299030658, 6299030657, 6299030656, 6299030668, 6299030655, 6299030667, 6299030673, 378185845, 1371229859, 1371229856, 1051726381, 1371229854, 1480008189, 1480008187, 1371229853, 1051726380, 1371229855, 1369484232, 378185660]",Josef Durm,4,lda,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,renaissance_revival,,Kulturdenkmal von besonderer Bedeutung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1046825802,"POLYGON ((8.4159151 49.012815, 8.4159419 49.0128143, 8.4160051 49.0128126, 8.4160019 49.0127602, 8.4159471 49.0127617, 8.4159118 49.0127627, 8.4159125 49.0127739, 8.4159129 49.0127794, 8.4159151 49.012815))",place_of_worship,,silent room,multifaith,,,,,,,,,,yes,0,,,,,,,,,,,,,,,,,,,,,,yes,"[9626366352, 9626366341, 9626366347, 9626366259, 9626366271, 9626366246, 9626366285, 9626360495, 9626366352]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,Raum der Stille,022,silent,,
way,1166248175,"POLYGON ((8.3748131 49.0157331, 8.3746037 49.0158199, 8.3746399 49.0158553, 8.3746827 49.0158972, 8.3748955 49.0158089, 8.3748778 49.0157909, 8.3748919 49.0157824, 8.3748939 49.0157656, 8.3748768 49.0157487, 8.3748543 49.015745, 8.3748409 49.0157474, 8.3748235 49.0157302, 8.3748131 49.0157331))",place_of_worship,catholic,Klinik-Kapelle,christian,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,"[10847496671, 10847496663, 3396284744, 27143514, 27143515, 10847496664, 10847496665, 10847496666, 10847496667, 10847496668, 10847496669, 10847496670, 10847496671]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
relation,13465891,"POLYGON ((8.3698272 49.0287416, 8.3698337 49.0287692, 8.3698536 49.0288542, 8.3701301 49.0288263, 8.3701566 49.0288237, 8.370122 49.028676, 8.369819 49.0287066, 8.3698272 49.0287416), (8.3699051 49.0287059, 8.3700362 49.0286926, 8.3700422 49.0287183, 8.3699112 49.0287316, 8.3699051 49.0287059))",place_of_worship,protestant,Petrus-Jakobus-Kirche,christian,Karlsruhe,18,76187,Bienwaldstraße,,,,,DE,yes,,,,Nordweststadt,,,Petrus-Jakobus-Gemeinde,,,,,,,,,,church,,,,,,,"[[[9272706041, 9272706040, 9272706039, 9272706038, 9272706041], [4559923725, 4559923724, 4559923722, 9272706026, 4559923723, 9272706049, 9272706048, 4559923725]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1005016020, 460317545]",multipolygon
